Order_ID,Order_Date,Customer_ID,Product_Category,Product_Name,Quantity,Price,Payment_Mode,Order_Status,City,Total_Amount
ORD1269,2024-09-26,CUST324,Home & Kitchen,Mixer,2,31023,Net Banking,Cancelled,Indore,62046
ORD1270,2024-09-27,CUST484,Beauty,Headphones,3,29552,Net Banking,Cancelled,Delhi,88656
ORD1271,2024-09-28,CUST502,Fashion,Mobile,4,34914,Debit Card,Pending,Mumbai,139656
ORD1272,2024-09-29,CUST737,Beauty,Mixer,3,33281,COD,Delivered,Mumbai,99843
ORD1273,2024-09-30,CUST229,Beauty,Mobile,2,5099,Net Banking,Cancelled,Bangalore,10198
ORD1274,2024-10-01,CUST152,Sports,Laptop,4,35546,COD,Cancelled,Bangalore,142184
ORD1275,2024-10-02,CUST783,Fashion,T-shirt,3,47564,UPI,Cancelled,Indore,142692
ORD1276,2024-10-03,CUST829,Beauty,Mobile,2,36423,UPI,Pending,Mumbai,72846
ORD1277,2024-10-04,CUST771,Beauty,Mixer,1,41589,Net Banking,Pending,Hyderabad,41589
ORD1278,2024-10-05,CUST809,Fashion,Laptop,2,4314,COD,Returned,Mumbai,8628
ORD1279,2024-10-06,CUST515,Fashion,Mobile,1,46393,COD,Delivered,Bangalore,46393
ORD1280,2024-10-07,CUST346,Beauty,Shoes,3,36484,COD,Returned,Hyderabad,109452
ORD1281,2024-10-08,CUST935,Fashion,Headphones,4,27116,Debit Card,Cancelled,Delhi,108464
ORD1282,2024-10-09,CUST538,Beauty,T-shirt,4,2613,UPI,Pending,Delhi,10452
ORD1283,2024-10-10,CUST302,Beauty,Mobile,3,43506,COD,Pending,Pune,130518
ORD1284,2024-10-11,CUST283,Sports,Laptop,4,14260,COD,Returned,Bangalore,57040
ORD1285,2024-10-12,CUST222,Electronics,Shoes,4,22427,Debit Card,Pending,Pune,89708
ORD1286,2024-10-13,CUST500,Beauty,Watch,1,21439,Debit Card,Cancelled,Hyderabad,21439
ORD1287,2024-10-14,CUST866,Home & Kitchen,Laptop,3,32919,COD,Pending,Bangalore,98757
ORD1288,2024-10-15,CUST393,Electronics,Headphones,2,13088,Credit Card,Returned,Indore,26176
ORD1289,2024-10-16,CUST379,Electronics,Laptop,1,36642,COD,Cancelled,Mumbai,36642
ORD1290,2024-10-17,CUST936,Electronics,Shoes,3,39698,COD,Returned,Indore,119094
ORD1291,2024-10-18,CUST983,Sports,Laptop,1,45238,Debit Card,Pending,Hyderabad,45238
ORD1292,2024-10-19,CUST709,Beauty,Shoes,2,33897,Debit Card,Returned,Bangalore,67794
ORD1293,2024-10-20,CUST297,Sports,Mobile,2,17153,COD,Returned,Hyderabad,34306
ORD1294,2024-10-21,CUST610,Beauty,Shoes,3,11331,COD,Delivered,Mumbai,33993
ORD1295,2024-10-22,CUST851,Sports,Shoes,2,6224,COD,Pending,Delhi,12448
ORD1296,2024-10-23,CUST243,Sports,T-shirt,1,11583,Debit Card,Pending,Delhi,11583
ORD1297,2024-10-24,CUST708,Home & Kitchen,Shoes,2,46417,COD,Returned,Hyderabad,92834
ORD1298,2024-10-25,CUST300,Sports,Shoes,1,20316,COD,Delivered,Pune,20316
ORD1299,2024-10-26,CUST223,Fashion,Watch,1,42740,Net Banking,Pending,Bangalore,42740
ORD1300,2024-10-27,CUST286,Home & Kitchen,Mobile,2,6776,Credit Card,Cancelled,Bangalore,13552
ORD1301,2024-10-28,CUST425,Sports,Headphones,3,48903,UPI,Returned,Delhi,146709
ORD1302,2024-10-29,CUST563,Electronics,T-shirt,4,39163,Credit Card,Pending,Indore,156652
ORD1303,2024-10-30,CUST448,Fashion,Watch,2,14494,Net Banking,Cancelled,Mumbai,28988
ORD1304,2024-10-31,CUST870,Fashion,Mixer,1,23999,UPI,Pending,Indore,23999
ORD1305,2024-11-01,CUST759,Fashion,Mobile,1,23540,COD,Cancelled,Indore,23540
ORD1306,2024-11-02,CUST863,Home & Kitchen,Mobile,2,43820,Net Banking,Returned,Hyderabad,87640
ORD1307,2024-11-03,CUST502,Sports,Mixer,3,17459,COD,Pending,Delhi,52377
ORD1308,2024-11-04,CUST445,Sports,Headphones,3,6599,Debit Card,Pending,Delhi,19797
ORD1309,2024-11-05,CUST610,Electronics,Shoes,1,42767,Net Banking,Delivered,Delhi,42767
ORD1310,2024-11-06,CUST246,Electronics,Watch,1,20076,Debit Card,Returned,Hyderabad,20076
ORD1311,2024-11-07,CUST247,Fashion,Laptop,3,36446,Net Banking,Cancelled,Pune,109338
ORD1312,2024-11-08,CUST963,Electronics,T-shirt,4,6616,Net Banking,Pending,Indore,26464
ORD1313,2024-11-09,CUST810,Home & Kitchen,Laptop,2,16063,Debit Card,Pending,Hyderabad,32126
ORD1314,2024-11-10,CUST919,Sports,Mixer,1,27288,UPI,Cancelled,Bangalore,27288
ORD1315,2024-11-11,CUST588,Fashion,Mobile,1,27428,Credit Card,Returned,Mumbai,27428
ORD1316,2024-11-12,CUST739,Electronics,Headphones,3,36836,COD,Delivered,Pune,110508
ORD1317,2024-11-13,CUST650,Home & Kitchen,Mobile,2,10347,Net Banking,Delivered,Bangalore,20694
ORD1318,2024-11-14,CUST437,Home & Kitchen,T-shirt,3,26655,COD,Pending,Indore,79965
ORD1319,2024-11-15,CUST971,Electronics,Mobile,2,14635,Debit Card,Cancelled,Delhi,29270
ORD1320,2024-11-16,CUST740,Sports,Mobile,2,18274,COD,Pending,Indore,36548
ORD1321,2024-11-17,CUST878,Electronics,T-shirt,2,2242,Debit Card,Cancelled,Hyderabad,4484
ORD1322,2024-11-18,CUST572,Fashion,Watch,1,18809,COD,Delivered,Mumbai,18809
ORD1323,2024-11-19,CUST250,Electronics,Watch,4,1119,Credit Card,Returned,Hyderabad,4476
ORD1324,2024-11-20,CUST514,Home & Kitchen,T-shirt,3,18158,Credit Card,Cancelled,Pune,54474
ORD1325,2024-11-21,CUST397,Electronics,Headphones,4,35207,Credit Card,Delivered,Pune,140828
ORD1326,2024-11-22,CUST710,Sports,Mixer,3,20837,Credit Card,Pending,Mumbai,62511
ORD1327,2024-11-23,CUST362,Beauty,Mobile,2,16501,Credit Card,Cancelled,Bangalore,33002
ORD1328,2024-11-24,CUST863,Electronics,Headphones,1,1468,Credit Card,Returned,Bangalore,1468
ORD1329,2024-11-25,CUST243,Sports,Mobile,4,48114,Debit Card,Pending,Pune,192456
ORD1330,2024-11-26,CUST445,Sports,Mixer,1,26392,Net Banking,Pending,Pune,26392
ORD1331,2024-11-27,CUST723,Home & Kitchen,Watch,3,26119,COD,Delivered,Delhi,78357
ORD1332,2024-11-28,CUST671,Sports,Headphones,1,781,Credit Card,Cancelled,Bangalore,781
ORD1333,2024-11-29,CUST980,Sports,Shoes,1,27920,Debit Card,Pending,Mumbai,27920
ORD1334,2024-11-30,CUST101,Sports,Shoes,4,15860,Debit Card,Returned,Bangalore,63440
ORD1335,2024-12-01,CUST996,Sports,Shoes,2,39530,Debit Card,Cancelled,Delhi,79060
ORD1336,2024-12-02,CUST403,Fashion,Watch,1,1558,Net Banking,Returned,Hyderabad,1558
ORD1337,2024-12-03,CUST353,Fashion,Watch,2,21177,COD,Pending,Pune,42354
ORD1338,2024-12-04,CUST751,Home & Kitchen,Mixer,3,11224,Net Banking,Returned,Pune,33672
ORD1339,2024-12-05,CUST552,Electronics,Mobile,1,28904,UPI,Delivered,Delhi,28904
ORD1340,2024-12-06,CUST136,Sports,Mixer,4,38446,Debit Card,Returned,Mumbai,153784
ORD1341,2024-12-07,CUST259,Electronics,Mixer,3,40248,UPI,Cancelled,Pune,120744
ORD1342,2024-12-08,CUST108,Electronics,Watch,3,30356,Credit Card,Returned,Indore,91068
ORD1343,2024-12-09,CUST332,Home & Kitchen,Shoes,4,9700,Credit Card,Returned,Pune,38800
ORD1344,2024-12-10,CUST198,Sports,Laptop,1,34497,Net Banking,Delivered,Indore,34497
ORD1345,2024-12-11,CUST758,Sports,Mobile,1,26111,COD,Returned,Delhi,26111
ORD1346,2024-12-12,CUST915,Beauty,Watch,3,41735,UPI,Returned,Delhi,125205
ORD1347,2024-12-13,CUST307,Electronics,Shoes,1,35557,COD,Pending,Pune,35557
ORD1348,2024-12-14,CUST230,Electronics,Headphones,2,1739,Net Banking,Pending,Bangalore,3478
ORD1349,2024-12-15,CUST503,Fashion,Laptop,4,38638,Credit Card,Cancelled,Indore,154552
ORD1350,2024-12-16,CUST251,Beauty,Laptop,2,49438,COD,Pending,Mumbai,98876
ORD1351,2024-12-17,CUST153,Fashion,Watch,1,625,COD,Pending,Pune,625
ORD1352,2024-12-18,CUST219,Fashion,T-shirt,3,45772,Credit Card,Pending,Mumbai,137316
ORD1353,2024-12-19,CUST772,Fashion,Mobile,4,24357,UPI,Pending,Pune,97428
ORD1354,2024-12-20,CUST727,Home & Kitchen,Laptop,1,15898,Credit Card,Delivered,Bangalore,15898
ORD1355,2024-12-21,CUST686,Home & Kitchen,Watch,1,7138,COD,Pending,Bangalore,7138
ORD1356,2024-12-22,CUST724,Fashion,Watch,3,7070,UPI,Delivered,Bangalore,21210
ORD1357,2024-12-23,CUST519,Beauty,Shoes,3,3749,UPI,Delivered,Hyderabad,11247
ORD1358,2024-12-24,CUST521,Electronics,Headphones,2,9610,Credit Card,Pending,Bangalore,19220
ORD1359,2024-12-25,CUST203,Beauty,T-shirt,4,40863,COD,Returned,Delhi,163452
ORD1360,2024-12-26,CUST951,Sports,Mobile,4,14105,Net Banking,Delivered,Delhi,56420
ORD1361,2024-12-27,CUST353,Home & Kitchen,Mixer,3,12615,COD,Returned,Hyderabad,37845
ORD1362,2024-12-28,CUST326,Electronics,Headphones,2,39562,Debit Card,Returned,Indore,79124
ORD1363,2024-12-29,CUST211,Electronics,Headphones,4,23411,Net Banking,Pending,Mumbai,93644
ORD1364,2024-12-30,CUST609,Sports,Shoes,3,39025,UPI,Cancelled,Pune,117075
ORD1365,2024-12-31,CUST572,Sports,Laptop,1,33056,Net Banking,Pending,Pune,33056
ORD1366,2025-01-01,CUST198,Fashion,Laptop,4,13095,UPI,Cancelled,Hyderabad,52380
ORD1367,2025-01-02,CUST252,Home & Kitchen,Shoes,2,2469,UPI,Cancelled,Delhi,4938
ORD1368,2025-01-03,CUST960,Home & Kitchen,Watch,2,44253,Net Banking,Pending,Pune,88506
ORD1369,2025-01-04,CUST995,Beauty,Laptop,2,17775,UPI,Pending,Delhi,35550
ORD1370,2025-01-05,CUST977,Fashion,T-shirt,1,4970,UPI,Cancelled,Indore,4970
ORD1371,2025-01-06,CUST437,Fashion,Mobile,4,10725,Debit Card,Pending,Mumbai,42900
ORD1372,2025-01-07,CUST805,Fashion,Headphones,4,42824,COD,Cancelled,Indore,171296
ORD1373,2025-01-08,CUST921,Fashion,Headphones,1,42474,COD,Returned,Hyderabad,42474
ORD1374,2025-01-09,CUST262,Home & Kitchen,T-shirt,4,43259,Debit Card,Pending,Bangalore,173036
ORD1375,2025-01-10,CUST819,Home & Kitchen,Laptop,1,23696,Net Banking,Returned,Bangalore,23696
ORD1376,2025-01-11,CUST780,Fashion,Headphones,1,40787,Credit Card,Delivered,Bangalore,40787
ORD1377,2025-01-12,CUST260,Beauty,Mixer,1,14169,Credit Card,Returned,Indore,14169
ORD1378,2025-01-13,CUST679,Electronics,Mobile,2,37880,Credit Card,Returned,Pune,75760
ORD1379,2025-01-14,CUST900,Electronics,Mobile,4,45641,Debit Card,Cancelled,Mumbai,182564
ORD1380,2025-01-15,CUST497,Beauty,Headphones,1,48820,Debit Card,Returned,Bangalore,48820
ORD1381,2025-01-16,CUST376,Fashion,Shoes,4,47914,UPI,Pending,Hyderabad,191656
ORD1382,2025-01-17,CUST915,Home & Kitchen,Headphones,2,38506,Credit Card,Cancelled,Hyderabad,77012
ORD1383,2025-01-18,CUST603,Electronics,Shoes,1,16077,Net Banking,Delivered,Bangalore,16077
ORD1384,2025-01-19,CUST995,Sports,Headphones,3,22973,Net Banking,Pending,Bangalore,68919
ORD1385,2025-01-20,CUST491,Sports,Mixer,2,29125,Credit Card,Delivered,Mumbai,58250
ORD1386,2025-01-21,CUST234,Beauty,Watch,3,16004,Credit Card,Returned,Bangalore,48012
ORD1387,2025-01-22,CUST294,Fashion,Mobile,4,24589,Credit Card,Pending,Mumbai,98356
ORD1388,2025-01-23,CUST500,Electronics,Headphones,4,36987,Debit Card,Pending,Hyderabad,147948
ORD1389,2025-01-24,CUST739,Fashion,Mixer,2,802,Debit Card,Delivered,Bangalore,1604
ORD1390,2025-01-25,CUST132,Electronics,Shoes,4,31963,Debit Card,Pending,Indore,127852
ORD1391,2025-01-26,CUST787,Beauty,Shoes,3,45412,COD,Pending,Indore,136236
ORD1392,2025-01-27,CUST559,Beauty,Mobile,1,29759,Net Banking,Pending,Hyderabad,29759
ORD1393,2025-01-28,CUST982,Sports,T-shirt,1,43323,Net Banking,Returned,Mumbai,43323
ORD1394,2025-01-29,CUST569,Fashion,Headphones,1,37708,UPI,Delivered,Indore,37708
ORD1395,2025-01-30,CUST474,Sports,Laptop,2,31159,Debit Card,Pending,Mumbai,62318
ORD1396,2025-01-31,CUST121,Fashion,Shoes,4,36340,COD,Cancelled,Indore,145360
ORD1397,2025-02-01,CUST849,Sports,Watch,3,32390,COD,Cancelled,Indore,97170
ORD1398,2025-02-02,CUST769,Home & Kitchen,Watch,4,14098,Net Banking,Cancelled,Mumbai,56392
ORD1399,2025-02-03,CUST137,Home & Kitchen,Shoes,4,47555,Debit Card,Cancelled,Pune,190220
ORD1400,2025-02-04,CUST329,Home & Kitchen,T-shirt,4,47233,UPI,Returned,Indore,188932
ORD1401,2025-02-05,CUST464,Home & Kitchen,T-shirt,1,20008,Debit Card,Pending,Bangalore,20008
ORD1402,2025-02-06,CUST662,Electronics,Mixer,3,42787,Credit Card,Delivered,Hyderabad,128361
ORD1403,2025-02-07,CUST537,Home & Kitchen,Watch,3,13880,Debit Card,Pending,Pune,41640
ORD1404,2025-02-08,CUST875,Beauty,Mixer,4,27484,Credit Card,Returned,Mumbai,109936
ORD1405,2025-02-09,CUST382,Beauty,Watch,1,45133,Credit Card,Cancelled,Pune,45133
ORD1406,2025-02-10,CUST126,Electronics,Headphones,1,8625,UPI,Returned,Delhi,8625
ORD1407,2025-02-11,CUST325,Home & Kitchen,Headphones,3,36559,Net Banking,Pending,Delhi,109677
ORD1408,2025-02-12,CUST376,Home & Kitchen,Laptop,1,4533,Debit Card,Delivered,Indore,4533
ORD1409,2025-02-13,CUST897,Home & Kitchen,Headphones,1,38373,Credit Card,Returned,Indore,38373
ORD1410,2025-02-14,CUST708,Sports,Laptop,1,17587,Debit Card,Delivered,Bangalore,17587
ORD1411,2025-02-15,CUST383,Fashion,Headphones,2,41401,Net Banking,Returned,Hyderabad,82802
ORD1412,2025-02-16,CUST978,Sports,Mobile,4,6204,Net Banking,Delivered,Pune,24816
ORD1413,2025-02-17,CUST580,Fashion,Headphones,3,8348,COD,Delivered,Delhi,25044
ORD1414,2025-02-18,CUST552,Home & Kitchen,Mixer,3,22092,Net Banking,Cancelled,Indore,66276
ORD1415,2025-02-19,CUST928,Home & Kitchen,Shoes,2,46243,UPI,Delivered,Hyderabad,92486
ORD1416,2025-02-20,CUST915,Sports,Mixer,4,7424,Credit Card,Cancelled,Pune,29696
ORD1417,2025-02-21,CUST758,Sports,Shoes,3,27708,COD,Pending,Indore,83124
ORD1418,2025-02-22,CUST615,Fashion,T-shirt,1,20114,UPI,Pending,Indore,20114
ORD1419,2025-02-23,CUST646,Beauty,Mixer,3,988,Debit Card,Cancelled,Delhi,2964
ORD1420,2025-02-24,CUST291,Fashion,T-shirt,1,40382,Credit Card,Cancelled,Delhi,40382
ORD1421,2025-02-25,CUST148,Sports,Laptop,2,26423,Net Banking,Returned,Indore,52846
ORD1422,2025-02-26,CUST611,Sports,Laptop,1,49008,Credit Card,Returned,Mumbai,49008
ORD1423,2025-02-27,CUST116,Electronics,Mobile,3,36441,Debit Card,Returned,Indore,109323
ORD1424,2025-02-28,CUST271,Sports,Headphones,3,29665,COD,Pending,Hyderabad,88995
ORD1425,2025-03-01,CUST319,Electronics,Mixer,3,2167,COD,Returned,Indore,6501
ORD1426,2025-03-02,CUST257,Beauty,T-shirt,2,26713,COD,Delivered,Bangalore,53426
ORD1427,2025-03-03,CUST576,Fashion,Shoes,2,4614,Net Banking,Delivered,Bangalore,9228
ORD1428,2025-03-04,CUST145,Fashion,Laptop,4,36821,UPI,Returned,Bangalore,147284
ORD1429,2025-03-05,CUST472,Electronics,Headphones,3,8261,UPI,Delivered,Mumbai,24783
ORD1430,2025-03-06,CUST617,Fashion,Laptop,1,31616,Credit Card,Pending,Mumbai,31616
ORD1431,2025-03-07,CUST198,Sports,Shoes,2,34268,Net Banking,Delivered,Indore,68536
ORD1432,2025-03-08,CUST991,Home & Kitchen,Headphones,3,48906,COD,Pending,Bangalore,146718
ORD1433,2025-03-09,CUST844,Electronics,Headphones,3,25926,COD,Cancelled,Mumbai,77778
ORD1434,2025-03-10,CUST136,Fashion,T-shirt,2,18272,Debit Card,Cancelled,Delhi,36544
ORD1435,2025-03-11,CUST379,Electronics,T-shirt,4,38718,Debit Card,Cancelled,Indore,154872
ORD1436,2025-03-12,CUST448,Electronics,Mixer,2,4212,COD,Cancelled,Hyderabad,8424
ORD1437,2025-03-13,CUST596,Home & Kitchen,Mixer,2,1867,COD,Delivered,Pune,3734
ORD1438,2025-03-14,CUST401,Sports,Watch,1,41457,Net Banking,Returned,Indore,41457
ORD1439,2025-03-15,CUST280,Electronics,Watch,1,42281,UPI,Delivered,Pune,42281
ORD1440,2025-03-16,CUST706,Fashion,Mobile,4,26700,Debit Card,Pending,Bangalore,106800
ORD1441,2025-03-17,CUST198,Beauty,Laptop,3,4226,UPI,Delivered,Pune,12678
ORD1442,2025-03-18,CUST799,Electronics,Mixer,2,24116,Net Banking,Delivered,Bangalore,48232
ORD1443,2025-03-19,CUST215,Electronics,T-shirt,4,28223,COD,Pending,Delhi,112892
ORD1444,2025-03-20,CUST290,Home & Kitchen,Shoes,1,38074,UPI,Cancelled,Pune,38074
ORD1445,2025-03-21,CUST352,Sports,T-shirt,2,35458,COD,Cancelled,Indore,70916
ORD1446,2025-03-22,CUST260,Beauty,Laptop,3,9608,COD,Cancelled,Bangalore,28824
ORD1447,2025-03-23,CUST355,Fashion,Watch,1,12678,Credit Card,Returned,Indore,12678
ORD1448,2025-03-24,CUST422,Beauty,T-shirt,1,36143,UPI,Pending,Mumbai,36143
ORD1449,2025-03-25,CUST227,Fashion,Mobile,1,31824,UPI,Pending,Bangalore,31824
ORD1450,2025-03-26,CUST117,Sports,Laptop,4,38860,COD,Delivered,Pune,155440
ORD1451,2025-03-27,CUST892,Fashion,Watch,3,18324,Net Banking,Returned,Bangalore,54972
ORD1452,2025-03-28,CUST834,Home & Kitchen,Shoes,2,45860,Credit Card,Cancelled,Indore,91720
ORD1453,2025-03-29,CUST665,Home & Kitchen,Watch,4,9427,COD,Returned,Delhi,37708
ORD1454,2025-03-30,CUST669,Home & Kitchen,Headphones,4,28644,Debit Card,Pending,Bangalore,114576
ORD1455,2025-03-31,CUST422,Home & Kitchen,Mobile,4,31510,Debit Card,Pending,Pune,126040
ORD1456,2025-04-01,CUST971,Beauty,Laptop,1,22943,Credit Card,Delivered,Mumbai,22943
ORD1457,2025-04-02,CUST785,Sports,Shoes,3,14937,Net Banking,Delivered,Hyderabad,44811
ORD1458,2025-04-03,CUST891,Fashion,Mobile,4,44798,COD,Pending,Delhi,179192
ORD1459,2025-04-04,CUST725,Fashion,Watch,2,40278,UPI,Cancelled,Mumbai,80556
ORD1460,2025-04-05,CUST387,Home & Kitchen,Mobile,3,11707,Credit Card,Cancelled,Bangalore,35121
ORD1461,2025-04-06,CUST953,Home & Kitchen,Laptop,2,26037,Net Banking,Returned,Indore,52074
ORD1462,2025-04-07,CUST762,Electronics,Mixer,3,36257,UPI,Pending,Indore,108771
ORD1463,2025-04-08,CUST738,Sports,Mobile,2,12540,Debit Card,Pending,Pune,25080
ORD1464,2025-04-09,CUST254,Beauty,Headphones,1,42486,Debit Card,Cancelled,Indore,42486
ORD1465,2025-04-10,CUST589,Fashion,Mobile,4,23112,UPI,Cancelled,Delhi,92448
ORD1466,2025-04-11,CUST485,Electronics,Watch,2,28941,Credit Card,Pending,Indore,57882
ORD1467,2025-04-12,CUST884,Electronics,Watch,3,6971,Debit Card,Delivered,Pune,20913
ORD1468,2025-04-13,CUST203,Fashion,Shoes,4,36131,COD,Pending,Hyderabad,144524
ORD1469,2025-04-14,CUST492,Beauty,Watch,4,43961,UPI,Pending,Bangalore,175844
ORD1470,2025-04-15,CUST910,Electronics,T-shirt,3,27023,UPI,Cancelled,Bangalore,81069
ORD1471,2025-04-16,CUST345,Electronics,Laptop,2,31848,Debit Card,Cancelled,Indore,63696
ORD1472,2025-04-17,CUST275,Sports,Laptop,1,1677,Credit Card,Delivered,Mumbai,1677
ORD1473,2025-04-18,CUST138,Beauty,Mixer,1,5260,COD,Delivered,Bangalore,5260
ORD1474,2025-04-19,CUST576,Electronics,Mixer,2,33279,Credit Card,Returned,Hyderabad,66558
ORD1475,2025-04-20,CUST781,Beauty,Laptop,4,22136,Net Banking,Pending,Indore,88544
ORD1476,2025-04-21,CUST858,Fashion,Headphones,4,16853,Net Banking,Cancelled,Pune,67412
ORD1477,2025-04-22,CUST637,Home & Kitchen,Mixer,4,12056,Debit Card,Delivered,Hyderabad,48224
ORD1478,2025-04-23,CUST966,Electronics,Shoes,4,28098,Debit Card,Returned,Indore,112392
ORD1479,2025-04-24,CUST917,Sports,Watch,2,12063,Debit Card,Returned,Hyderabad,24126
ORD1480,2025-04-25,CUST507,Fashion,Laptop,4,47319,Net Banking,Cancelled,Bangalore,189276
ORD1481,2025-04-26,CUST624,Beauty,Mixer,3,44290,Credit Card,Cancelled,Pune,132870
ORD1482,2025-04-27,CUST927,Fashion,Laptop,4,8734,Credit Card,Returned,Indore,34936
ORD1483,2025-04-28,CUST605,Electronics,T-shirt,1,26019,Debit Card,Delivered,Delhi,26019
ORD1484,2025-04-29,CUST924,Beauty,Mobile,4,27466,COD,Returned,Pune,109864
ORD1485,2025-04-30,CUST135,Home & Kitchen,Watch,2,16673,Credit Card,Pending,Delhi,33346
ORD1486,2025-05-01,CUST784,Fashion,Laptop,1,27487,Net Banking,Pending,Hyderabad,27487
ORD1487,2025-05-02,CUST119,Electronics,Mobile,2,13678,UPI,Cancelled,Mumbai,27356
ORD1488,2025-05-03,CUST420,Sports,Mixer,2,39838,UPI,Delivered,Pune,79676
ORD1489,2025-05-04,CUST875,Beauty,Mobile,1,25096,UPI,Delivered,Hyderabad,25096
ORD1490,2025-05-05,CUST611,Fashion,Watch,2,33674,COD,Pending,Delhi,67348
ORD1491,2025-05-06,CUST499,Fashion,Laptop,2,42474,Debit Card,Returned,Bangalore,84948
ORD1492,2025-05-07,CUST753,Home & Kitchen,T-shirt,4,4931,Net Banking,Cancelled,Bangalore,19724
ORD1493,2025-05-08,CUST982,Home & Kitchen,Headphones,3,28264,COD,Returned,Mumbai,84792
ORD1494,2025-05-09,CUST570,Sports,Mixer,2,22127,Net Banking,Returned,Pune,44254
ORD1495,2025-05-10,CUST242,Sports,Laptop,2,39810,Net Banking,Returned,Pune,79620
ORD1496,2025-05-11,CUST191,Electronics,Watch,2,9406,Debit Card,Delivered,Pune,18812
ORD1497,2025-05-12,CUST453,Electronics,Mixer,4,37414,UPI,Pending,Hyderabad,149656
ORD1498,2025-05-13,CUST933,Sports,Shoes,3,45314,Debit Card,Delivered,Mumbai,135942
ORD1499,2025-05-14,CUST899,Sports,Mobile,1,45879,COD,Pending,Pune,45879
