Order_ID,Customer_ID,Product_Name,Category,Quantity,Price,Discount,Revenue,Order_Date,Delivery_Time(mins),City,Delivery_Status,Rating
ORD1240,CUST1466,Potato,Vegetables,2,335.3,10.8,598.18,2025-06-12,84,Mumbai,Pending,2
ORD1241,CUST1221,Coffee,Beverages,2,244.51,16.8,406.86,2025-03-01,93,Bangalore,Cancelled,3
ORD1242,CUST1730,Carrot,Vegetables,5,96.13,18.74,390.58,2025-08-30,82,Kolkata,Delivered,3
ORD1243,CUST1473,Paneer,Dairy,1,396.94,14.17,340.69,2025-07-12,36,Kolkata,Cancelled,3
ORD1244,CUST1715,Toothpaste,Personal Care,3,433.59,19.8,1043.22,2025-06-24,43,Kolkata,Cancelled,5
ORD1245,CUST1906,Toothpaste,Personal Care,4,341.41,11.89,1203.27,2025-01-07,43,Pune,Pending,3
ORD1246,CUST1481,Tomato,Vegetables,1,195.62,9.77,176.51,2025-02-27,40,Chennai,Cancelled,4
ORD1247,CUST1886,Popcorn,Snacks,2,498.71,8.52,912.44,2025-02-08,29,Bangalore,Cancelled,5
ORD1248,CUST1021,Potato,Vegetables,5,362.16,4.42,1730.76,2025-05-10,98,Mumbai,Cancelled,1
ORD1249,CUST1988,Cheese,Dairy,3,172.97,19.02,420.21,2025-08-24,106,Kolkata,Cancelled,4
ORD1250,CUST1658,Orange,Fruits,5,459.29,17.15,1902.61,2025-03-25,20,Bangalore,Pending,2
ORD1251,CUST1933,Cheese,Dairy,1,249.03,6.24,233.49,2025-02-27,138,Kolkata,Cancelled,2
ORD1252,CUST1523,Cookies,Snacks,2,145.9,0.62,289.99,2025-10-08,38,Delhi,Delivered,4
ORD1253,CUST1429,Tomato,Vegetables,2,438.96,9.46,794.87,2025-03-13,74,Chennai,Pending,4
ORD1254,CUST1685,Milk,Dairy,1,440.88,15.53,372.41,2025-03-20,41,Chennai,Pending,3
ORD1255,CUST1827,Mango,Fruits,2,392.46,12.52,686.65,2025-06-30,38,Delhi,Cancelled,3
ORD1256,CUST1893,Popcorn,Snacks,2,327.49,15.93,550.64,2025-06-02,31,Bangalore,Delivered,2
ORD1257,CUST1385,Toothpaste,Personal Care,4,161.39,11.17,573.45,2025-08-02,131,Pune,Cancelled,5
ORD1258,CUST1989,Soap,Personal Care,3,492.96,2.99,1434.66,2025-10-04,32,Delhi,Delivered,2
ORD1259,CUST1300,Paneer,Dairy,2,265.97,12.0,468.11,2025-02-01,25,Bangalore,Pending,2
ORD1260,CUST1552,Orange,Fruits,1,437.06,15.6,368.88,2025-09-24,102,Kolkata,Delivered,5
ORD1261,CUST1085,Popcorn,Snacks,1,96.26,11.42,85.27,2025-03-21,68,Mumbai,Cancelled,1
ORD1262,CUST1001,Apple,Fruits,4,366.11,11.19,1300.57,2025-08-30,111,Bangalore,Cancelled,2
ORD1263,CUST1665,Paneer,Dairy,1,89.54,7.01,83.26,2025-03-18,130,Pune,Pending,4
ORD1264,CUST1993,Popcorn,Snacks,2,489.86,4.02,940.34,2025-05-02,157,Bangalore,Delivered,3
ORD1265,CUST1008,Face Wash,Personal Care,2,125.37,2.09,245.5,2025-05-03,148,Delhi,Delivered,3
ORD1266,CUST1839,Tea,Beverages,1,73.39,10.83,65.44,2025-07-23,22,Bangalore,Pending,3
ORD1267,CUST1006,Milk,Dairy,2,331.39,15.67,558.92,2025-04-21,141,Pune,Pending,3
ORD1268,CUST1894,Curd,Dairy,3,452.67,10.95,1209.31,2025-01-22,168,Bangalore,Pending,5
ORD1269,CUST1086,Soap,Personal Care,3,68.34,3.28,198.3,2025-01-14,26,Mumbai,Delivered,5
ORD1270,CUST1566,Energy Drink,Beverages,4,121.8,17.44,402.23,2025-05-02,161,Chennai,Pending,5
ORD1271,CUST1306,Mango,Fruits,4,384.93,17.44,1271.19,2025-07-02,46,Hyderabad,Delivered,3
ORD1272,CUST1351,Cookies,Snacks,4,299.91,14.38,1027.13,2025-05-30,51,Kolkata,Delivered,1
ORD1273,CUST1444,Shampoo,Personal Care,1,271.97,1.63,267.54,2025-08-31,49,Chennai,Cancelled,4
ORD1274,CUST1724,Cookies,Snacks,5,238.28,4.07,1142.91,2025-11-01,108,Chennai,Cancelled,2
ORD1275,CUST1381,Curd,Dairy,2,384.22,8.51,703.05,2025-01-04,122,Kolkata,Cancelled,3
ORD1276,CUST1419,Cookies,Snacks,4,277.18,10.87,988.2,2025-04-06,119,Hyderabad,Cancelled,3
ORD1277,CUST1417,Curd,Dairy,2,376.37,9.73,679.5,2025-03-07,93,Hyderabad,Delivered,5
ORD1278,CUST1267,Coffee,Beverages,4,239.77,5.54,905.95,2025-07-05,139,Bangalore,Pending,4
ORD1279,CUST1793,Chips,Snacks,3,330.33,12.63,865.83,2025-08-13,113,Bangalore,Cancelled,1
ORD1280,CUST1001,Curd,Dairy,4,459.06,3.59,1770.32,2025-01-14,92,Hyderabad,Pending,1
ORD1281,CUST1503,Orange,Fruits,5,434.47,9.85,1958.37,2025-04-21,28,Hyderabad,Cancelled,3
ORD1282,CUST1856,Grapes,Fruits,1,348.18,1.91,341.53,2025-05-25,137,Kolkata,Cancelled,2
ORD1283,CUST1300,Cookies,Snacks,1,229.57,17.16,190.18,2025-09-18,178,Chennai,Delivered,3
ORD1284,CUST1777,Face Wash,Personal Care,3,447.67,8.84,1224.29,2025-03-21,107,Hyderabad,Pending,1
ORD1285,CUST1682,Tea,Beverages,4,423.0,8.62,1546.15,2025-10-03,22,Bangalore,Pending,1
ORD1286,CUST1106,Paneer,Dairy,4,368.05,3.34,1423.03,2025-10-11,135,Hyderabad,Pending,5
ORD1287,CUST1555,Soap,Personal Care,5,210.53,10.67,940.33,2025-11-01,134,Delhi,Delivered,1
ORD1288,CUST1881,Face Wash,Personal Care,4,438.9,11.16,1559.68,2025-09-08,162,Hyderabad,Cancelled,4
ORD1289,CUST1000,Energy Drink,Beverages,2,105.34,4.62,200.95,2025-10-09,43,Bangalore,Pending,4
ORD1290,CUST1489,Orange,Fruits,3,253.49,18.68,618.41,2025-06-10,26,Mumbai,Delivered,2
ORD1291,CUST1993,Shampoo,Personal Care,4,493.98,19.3,1594.57,2025-10-26,140,Mumbai,Cancelled,4
ORD1292,CUST1427,Potato,Vegetables,1,337.6,17.36,278.99,2025-08-11,165,Hyderabad,Cancelled,4
ORD1293,CUST1374,Juice,Beverages,4,106.58,2.65,415.02,2025-08-22,138,Hyderabad,Cancelled,4
ORD1294,CUST1357,Potato,Vegetables,2,134.76,14.62,230.12,2025-06-06,110,Bangalore,Delivered,1
ORD1295,CUST1118,Butter,Dairy,5,483.51,5.11,2294.01,2025-07-12,69,Kolkata,Pending,2
ORD1296,CUST1647,Chips,Snacks,2,218.43,0.35,435.33,2025-05-25,40,Delhi,Pending,3
ORD1297,CUST1000,Potato,Vegetables,1,63.67,18.62,51.81,2025-10-29,47,Pune,Delivered,5
ORD1298,CUST1360,Spinach,Vegetables,3,473.39,16.54,1185.27,2025-10-31,83,Mumbai,Pending,2
ORD1299,CUST1584,Carrot,Vegetables,2,206.86,3.19,400.52,2025-07-11,77,Delhi,Delivered,4
ORD1300,CUST1158,Banana,Fruits,1,233.11,17.42,192.5,2025-03-14,91,Mumbai,Delivered,5
ORD1301,CUST1613,Carrot,Vegetables,1,99.1,13.01,86.21,2025-04-12,146,Mumbai,Delivered,1
ORD1302,CUST1364,Energy Drink,Beverages,3,413.53,15.25,1051.4,2025-10-06,97,Delhi,Cancelled,2
ORD1303,CUST1064,Spinach,Vegetables,3,219.05,5.94,618.12,2025-03-30,157,Mumbai,Pending,3
ORD1304,CUST1304,Orange,Fruits,4,324.42,11.27,1151.43,2025-04-03,175,Hyderabad,Delivered,3
ORD1305,CUST1967,Milk,Dairy,1,249.99,0.29,249.27,2025-09-24,113,Mumbai,Cancelled,5
ORD1306,CUST1327,Chips,Snacks,2,391.7,10.01,704.98,2025-03-26,40,Kolkata,Delivered,1
ORD1307,CUST1011,Face Wash,Personal Care,2,265.63,0.51,528.55,2025-06-03,167,Delhi,Pending,1
ORD1308,CUST1042,Energy Drink,Beverages,5,229.47,11.6,1014.26,2025-10-27,29,Chennai,Pending,5
ORD1309,CUST1618,Mango,Fruits,2,371.97,10.42,666.42,2025-01-21,165,Chennai,Delivered,3
ORD1310,CUST1782,Cheese,Dairy,5,454.11,4.87,2159.97,2025-07-22,65,Hyderabad,Cancelled,4
ORD1311,CUST1892,Grapes,Fruits,4,470.5,7.03,1749.7,2025-10-17,92,Bangalore,Cancelled,4
ORD1312,CUST1750,Spinach,Vegetables,4,165.55,5.7,624.45,2025-01-27,171,Bangalore,Delivered,1
ORD1313,CUST1001,Juice,Beverages,4,292.62,6.23,1097.56,2025-06-07,160,Delhi,Cancelled,4
ORD1314,CUST1107,Tea,Beverages,1,489.53,16.46,408.95,2025-09-20,109,Mumbai,Delivered,4
ORD1315,CUST1951,Tomato,Vegetables,2,409.9,3.69,789.55,2025-08-29,56,Bangalore,Delivered,4
ORD1316,CUST1684,Popcorn,Snacks,4,241.04,1.74,947.38,2025-06-21,134,Mumbai,Cancelled,3
ORD1317,CUST1725,Namkeen,Snacks,2,100.54,0.05,200.98,2025-04-28,35,Bangalore,Pending,1
ORD1318,CUST1632,Paneer,Dairy,4,152.64,4.24,584.67,2025-01-10,136,Bangalore,Cancelled,3
ORD1319,CUST1858,Curd,Dairy,5,457.65,15.4,1935.86,2025-02-18,168,Chennai,Cancelled,5
ORD1320,CUST1166,Mango,Fruits,5,185.93,14.64,793.55,2025-04-10,74,Mumbai,Delivered,4
ORD1321,CUST1686,Chocolate,Snacks,2,414.29,15.33,701.56,2025-08-30,83,Kolkata,Cancelled,3
ORD1322,CUST1976,Toothpaste,Personal Care,1,381.59,17.26,315.73,2025-04-29,163,Mumbai,Delivered,4
ORD1323,CUST1649,Cookies,Snacks,5,338.89,12.14,1488.74,2025-06-09,25,Delhi,Delivered,2
ORD1324,CUST1769,Tea,Beverages,1,225.91,11.89,199.05,2025-09-11,167,Delhi,Delivered,3
ORD1325,CUST1636,Popcorn,Snacks,3,318.67,13.52,826.76,2025-02-11,132,Delhi,Cancelled,3
ORD1326,CUST1530,Lotion,Personal Care,1,361.6,19.83,289.89,2025-07-07,60,Mumbai,Delivered,3
ORD1327,CUST1035,Spinach,Vegetables,4,375.95,11.57,1329.81,2025-06-16,123,Chennai,Cancelled,2
ORD1328,CUST1890,Milk,Dairy,5,452.39,3.84,2175.09,2025-05-16,111,Pune,Delivered,1
ORD1329,CUST1427,Tomato,Vegetables,1,327.72,8.85,298.72,2025-05-10,19,Hyderabad,Cancelled,2
ORD1330,CUST1066,Tomato,Vegetables,3,338.08,5.42,959.27,2025-07-19,64,Pune,Delivered,2
ORD1331,CUST1613,Onion,Vegetables,4,195.95,6.66,731.6,2025-05-10,16,Delhi,Cancelled,5
ORD1332,CUST1661,Chips,Snacks,1,497.97,8.93,453.5,2025-04-26,22,Bangalore,Cancelled,2
ORD1333,CUST1310,Toothpaste,Personal Care,4,89.95,19.23,290.61,2025-10-14,61,Hyderabad,Delivered,4
ORD1334,CUST1399,Butter,Dairy,2,93.5,9.01,170.15,2025-01-12,159,Mumbai,Pending,5
ORD1335,CUST1347,Popcorn,Snacks,4,491.56,9.5,1779.45,2025-01-30,37,Hyderabad,Delivered,4
ORD1336,CUST1320,Orange,Fruits,3,118.59,19.85,285.15,2025-09-05,122,Pune,Delivered,2
ORD1337,CUST1160,Onion,Vegetables,1,352.2,1.86,345.65,2025-08-19,46,Mumbai,Cancelled,2
ORD1338,CUST1803,Butter,Dairy,5,421.73,15.64,1778.86,2025-08-14,156,Bangalore,Delivered,3
ORD1339,CUST1834,Butter,Dairy,1,152.31,6.83,141.91,2025-09-15,89,Mumbai,Delivered,2
ORD1340,CUST1405,Toothpaste,Personal Care,4,175.87,18.85,570.87,2025-09-19,177,Hyderabad,Pending,1
ORD1341,CUST1238,Cheese,Dairy,3,308.56,11.33,820.8,2025-09-01,26,Bangalore,Delivered,3
ORD1342,CUST1215,Namkeen,Snacks,1,102.36,16.35,85.62,2025-10-18,172,Mumbai,Pending,1
ORD1343,CUST1072,Cookies,Snacks,2,440.63,16.12,739.2,2025-01-07,28,Delhi,Delivered,3
ORD1344,CUST1977,Toothpaste,Personal Care,5,60.3,3.08,292.21,2025-07-25,34,Mumbai,Cancelled,2
ORD1345,CUST1094,Spinach,Vegetables,2,420.12,2.65,817.97,2025-10-16,178,Delhi,Pending,1
ORD1346,CUST1116,Banana,Fruits,1,322.81,15.3,273.42,2025-01-25,155,Mumbai,Delivered,2
ORD1347,CUST1579,Apple,Fruits,2,80.68,0.52,160.52,2025-01-25,93,Kolkata,Cancelled,2
ORD1348,CUST1652,Onion,Vegetables,5,297.29,19.32,1199.27,2025-04-06,106,Pune,Cancelled,5
ORD1349,CUST1042,Carrot,Vegetables,4,247.78,2.11,970.21,2025-06-09,107,Bangalore,Cancelled,4
ORD1350,CUST1777,Lotion,Personal Care,2,342.59,3.04,664.35,2025-01-05,176,Hyderabad,Delivered,5
ORD1351,CUST1055,Namkeen,Snacks,1,76.17,19.9,61.01,2025-09-10,173,Mumbai,Delivered,2
ORD1352,CUST1155,Soap,Personal Care,1,243.65,3.41,235.34,2025-05-29,87,Delhi,Delivered,4
ORD1353,CUST1771,Cookies,Snacks,3,129.99,13.83,336.04,2025-04-07,18,Bangalore,Cancelled,3
ORD1354,CUST1419,Paneer,Dairy,1,154.69,4.42,147.85,2025-08-09,66,Mumbai,Cancelled,4
ORD1355,CUST1767,Popcorn,Snacks,4,431.61,14.49,1476.28,2025-04-26,76,Delhi,Cancelled,3
ORD1356,CUST1644,Paneer,Dairy,5,209.41,10.51,937.01,2025-01-14,100,Kolkata,Pending,2
ORD1357,CUST1660,Namkeen,Snacks,2,110.21,8.37,201.97,2025-08-18,93,Chennai,Delivered,1
ORD1358,CUST1212,Curd,Dairy,2,356.44,3.79,685.86,2025-03-06,27,Chennai,Pending,5
ORD1359,CUST1163,Lotion,Personal Care,2,158.54,19.52,255.19,2025-06-22,174,Bangalore,Cancelled,1
ORD1360,CUST1307,Butter,Dairy,1,99.38,10.96,88.49,2025-07-10,163,Hyderabad,Cancelled,1
ORD1361,CUST1763,Carrot,Vegetables,5,269.71,3.0,1308.09,2025-02-21,126,Delhi,Delivered,4
ORD1362,CUST1553,Tea,Beverages,2,264.21,7.52,488.68,2025-02-11,35,Hyderabad,Pending,5
ORD1363,CUST1424,Grapes,Fruits,5,109.92,2.04,538.39,2025-04-30,151,Bangalore,Pending,5
ORD1364,CUST1241,Orange,Fruits,1,414.0,1.53,407.67,2025-04-07,24,Delhi,Pending,5
ORD1365,CUST1775,Coffee,Beverages,2,163.88,15.62,276.56,2025-10-11,48,Kolkata,Pending,2
ORD1366,CUST1415,Coffee,Beverages,3,252.56,4.54,723.28,2025-06-22,83,Delhi,Delivered,4
ORD1367,CUST1042,Cookies,Snacks,4,280.5,13.6,969.41,2025-07-19,101,Pune,Cancelled,4
ORD1368,CUST1644,Tomato,Vegetables,1,82.44,1.43,81.26,2025-06-01,31,Kolkata,Cancelled,3
ORD1369,CUST1435,Grapes,Fruits,4,381.88,7.07,1419.52,2025-08-16,153,Kolkata,Cancelled,4
ORD1370,CUST1349,Potato,Vegetables,3,347.62,3.7,1004.27,2025-09-18,19,Pune,Delivered,1
ORD1371,CUST1222,Lotion,Personal Care,2,59.43,1.64,116.91,2025-08-08,95,Bangalore,Pending,1
ORD1372,CUST1381,Banana,Fruits,1,489.2,13.35,423.89,2025-02-18,50,Mumbai,Pending,5
ORD1373,CUST1777,Face Wash,Personal Care,4,398.59,12.88,1389.01,2025-04-29,128,Pune,Cancelled,2
ORD1374,CUST1780,Cookies,Snacks,5,106.36,9.49,481.33,2025-09-15,132,Delhi,Delivered,2
ORD1375,CUST1225,Mango,Fruits,5,464.13,10.42,2078.84,2025-10-15,138,Chennai,Pending,1
ORD1376,CUST1487,Milk,Dairy,3,69.68,2.22,204.4,2025-07-02,167,Kolkata,Pending,3
ORD1377,CUST1413,Grapes,Fruits,3,297.54,7.77,823.26,2025-04-24,36,Kolkata,Cancelled,4
ORD1378,CUST1887,Tomato,Vegetables,4,104.68,3.95,402.18,2025-06-23,127,Kolkata,Pending,1
ORD1379,CUST1496,Orange,Fruits,5,178.66,16.32,747.51,2025-04-29,53,Hyderabad,Delivered,5
ORD1380,CUST1903,Tea,Beverages,4,463.52,5.04,1760.63,2025-05-29,140,Kolkata,Pending,1
ORD1381,CUST1533,Popcorn,Snacks,4,74.24,6.4,277.95,2025-05-30,103,Delhi,Cancelled,4
ORD1382,CUST1561,Grapes,Fruits,4,69.43,3.3,268.56,2025-01-29,41,Kolkata,Pending,1
ORD1383,CUST1700,Orange,Fruits,3,117.8,6.85,329.19,2025-10-05,179,Bangalore,Delivered,5
ORD1384,CUST1412,Tea,Beverages,1,278.76,5.95,262.17,2025-01-19,37,Bangalore,Cancelled,1
ORD1385,CUST1361,Banana,Fruits,4,336.33,15.22,1140.56,2025-04-21,150,Chennai,Pending,5
ORD1386,CUST1448,Tomato,Vegetables,2,54.2,4.93,103.06,2025-09-18,17,Mumbai,Cancelled,4
ORD1387,CUST1895,Butter,Dairy,4,94.63,8.03,348.12,2025-01-10,163,Kolkata,Pending,3
ORD1388,CUST1499,Lotion,Personal Care,3,134.61,7.11,375.12,2025-01-13,151,Hyderabad,Cancelled,2
ORD1389,CUST1208,Juice,Beverages,4,52.35,15.22,177.53,2025-02-23,26,Chennai,Cancelled,3
ORD1390,CUST1754,Toothpaste,Personal Care,1,481.13,7.36,445.72,2025-03-16,158,Delhi,Cancelled,2
ORD1391,CUST1905,Banana,Fruits,3,498.35,7.37,1384.86,2025-05-12,34,Bangalore,Delivered,5
ORD1392,CUST1941,Tea,Beverages,3,112.02,13.26,291.5,2025-07-21,52,Kolkata,Pending,1
ORD1393,CUST1582,Juice,Beverages,4,131.59,7.75,485.57,2025-09-30,133,Chennai,Pending,5
ORD1394,CUST1697,Namkeen,Snacks,4,279.55,14.47,956.4,2025-08-17,94,Delhi,Cancelled,2
ORD1395,CUST1593,Banana,Fruits,4,302.3,12.07,1063.25,2025-06-11,172,Mumbai,Cancelled,4
ORD1396,CUST1877,Milk,Dairy,3,171.42,16.5,429.41,2025-11-01,77,Pune,Cancelled,4
ORD1397,CUST1997,Tomato,Vegetables,3,76.35,6.68,213.75,2025-01-30,72,Hyderabad,Cancelled,4
ORD1398,CUST1182,Banana,Fruits,5,404.88,10.35,1814.87,2025-06-22,108,Delhi,Pending,2
ORD1399,CUST1762,Curd,Dairy,1,245.31,1.77,240.97,2025-04-26,127,Delhi,Pending,1
ORD1400,CUST1160,Lotion,Personal Care,4,381.05,19.97,1219.82,2025-04-28,59,Mumbai,Pending,2
ORD1401,CUST1709,Chips,Snacks,1,336.9,9.92,303.48,2025-02-16,157,Pune,Cancelled,5
ORD1402,CUST1049,Banana,Fruits,4,222.72,11.44,788.96,2025-03-02,152,Kolkata,Cancelled,3
ORD1403,CUST1709,Onion,Vegetables,3,61.79,0.48,184.48,2025-09-11,132,Hyderabad,Pending,2
ORD1404,CUST1921,Toothpaste,Personal Care,1,468.33,15.65,395.04,2025-02-04,60,Hyderabad,Delivered,1
ORD1405,CUST1073,Popcorn,Snacks,3,219.61,9.23,598.02,2025-02-18,163,Kolkata,Pending,5
ORD1406,CUST1930,Cookies,Snacks,5,367.71,12.62,1606.52,2025-05-06,53,Hyderabad,Delivered,2
ORD1407,CUST1363,Shampoo,Personal Care,1,401.1,0.14,400.54,2025-10-24,74,Kolkata,Pending,1
ORD1408,CUST1407,Cookies,Snacks,4,229.48,18.45,748.56,2025-02-05,172,Kolkata,Delivered,4
ORD1409,CUST1631,Chips,Snacks,4,70.07,0.73,278.23,2025-06-12,28,Hyderabad,Delivered,5
ORD1410,CUST1555,Lotion,Personal Care,2,172.38,15.19,292.39,2025-04-16,84,Mumbai,Cancelled,4
ORD1411,CUST1249,Carrot,Vegetables,1,269.41,0.67,267.6,2025-03-25,96,Delhi,Pending,1
ORD1412,CUST1638,Juice,Beverages,3,112.66,10.65,301.99,2025-01-07,84,Chennai,Pending,1
ORD1413,CUST1425,Potato,Vegetables,2,379.6,10.97,675.92,2025-05-23,163,Mumbai,Delivered,1
ORD1414,CUST1020,Grapes,Fruits,2,238.46,5.2,452.12,2025-06-14,72,Delhi,Pending,4
ORD1415,CUST1370,Butter,Dairy,2,115.23,14.5,197.04,2025-11-01,161,Hyderabad,Cancelled,5
ORD1416,CUST1707,Toothpaste,Personal Care,1,476.17,19.35,384.03,2025-06-10,131,Mumbai,Cancelled,3
ORD1417,CUST1663,Banana,Fruits,2,89.98,13.68,155.34,2025-10-16,95,Delhi,Pending,1
ORD1418,CUST1176,Mango,Fruits,5,152.33,8.08,700.11,2025-02-12,100,Mumbai,Pending,4
ORD1419,CUST1841,Energy Drink,Beverages,1,325.81,4.52,311.08,2025-04-08,79,Hyderabad,Cancelled,3
ORD1420,CUST1841,Tomato,Vegetables,5,113.43,13.28,491.83,2025-02-26,80,Hyderabad,Cancelled,1
ORD1421,CUST1587,Popcorn,Snacks,2,437.89,9.2,795.21,2025-06-16,100,Kolkata,Pending,5
ORD1422,CUST1560,Onion,Vegetables,4,210.19,19.56,676.31,2025-08-31,77,Delhi,Delivered,3
ORD1423,CUST1375,Spinach,Vegetables,5,124.12,6.6,579.64,2025-08-02,157,Pune,Cancelled,3
ORD1424,CUST1380,Apple,Fruits,5,346.83,3.23,1678.14,2025-09-27,169,Hyderabad,Delivered,3
ORD1425,CUST1759,Carrot,Vegetables,1,302.08,15.01,256.74,2025-03-07,167,Chennai,Cancelled,3
ORD1426,CUST1678,Tea,Beverages,3,459.15,10.77,1229.1,2025-08-15,20,Mumbai,Pending,3
ORD1427,CUST1778,Shampoo,Personal Care,4,253.26,7.95,932.5,2025-07-16,65,Hyderabad,Pending,5
ORD1428,CUST1484,Spinach,Vegetables,4,285.5,5.74,1076.45,2025-10-24,178,Pune,Pending,4
ORD1429,CUST1209,Butter,Dairy,5,190.56,12.85,830.37,2025-08-26,118,Pune,Pending,3
ORD1430,CUST1386,Popcorn,Snacks,2,251.42,11.16,446.72,2025-09-20,94,Chennai,Cancelled,5
ORD1431,CUST1219,Chips,Snacks,5,457.76,5.54,2162.0,2025-02-09,175,Hyderabad,Cancelled,1
ORD1432,CUST1612,Shampoo,Personal Care,1,65.02,7.27,60.29,2025-06-25,121,Chennai,Cancelled,5
ORD1433,CUST1648,Onion,Vegetables,4,409.37,19.36,1320.46,2025-10-02,46,Bangalore,Pending,3
ORD1434,CUST1108,Tomato,Vegetables,4,382.88,6.39,1433.66,2025-05-09,77,Chennai,Delivered,3
ORD1435,CUST1101,Chocolate,Snacks,5,350.56,12.69,1530.37,2025-09-17,170,Kolkata,Pending,1
ORD1436,CUST1536,Apple,Fruits,2,242.37,3.24,469.03,2025-10-10,83,Hyderabad,Cancelled,2
ORD1437,CUST1644,Namkeen,Snacks,3,287.33,14.39,737.95,2025-06-03,140,Chennai,Pending,4
ORD1438,CUST1939,Orange,Fruits,3,134.34,17.16,333.86,2025-05-14,74,Kolkata,Pending,5
ORD1439,CUST1587,Juice,Beverages,1,262.03,16.43,218.98,2025-08-01,145,Pune,Cancelled,4
ORD1440,CUST1980,Popcorn,Snacks,4,286.45,4.89,1089.77,2025-06-05,175,Hyderabad,Delivered,4
ORD1441,CUST1175,Milk,Dairy,3,113.89,6.96,317.89,2025-03-16,37,Kolkata,Cancelled,3
ORD1442,CUST1930,Soap,Personal Care,1,428.65,9.43,388.23,2025-09-28,105,Mumbai,Pending,5
ORD1443,CUST1046,Butter,Dairy,1,106.82,13.52,92.38,2025-03-07,170,Bangalore,Cancelled,2
ORD1444,CUST1639,Coffee,Beverages,1,344.88,19.83,276.49,2025-09-04,101,Pune,Pending,5
ORD1445,CUST1190,Tomato,Vegetables,3,362.37,10.25,975.68,2025-10-21,157,Pune,Delivered,1
ORD1446,CUST1995,Cookies,Snacks,5,64.94,6.08,304.96,2025-10-29,156,Pune,Delivered,1
ORD1447,CUST1206,Chips,Snacks,4,154.74,16.15,519.0,2025-09-09,91,Bangalore,Pending,5
ORD1448,CUST1442,Grapes,Fruits,2,342.85,17.48,565.84,2025-08-07,165,Hyderabad,Pending,5
ORD1449,CUST1500,Orange,Fruits,3,225.39,7.59,624.85,2025-05-22,114,Mumbai,Delivered,5
ORD1450,CUST1280,Cheese,Dairy,3,235.74,16.05,593.71,2025-03-25,127,Pune,Pending,1
ORD1451,CUST1946,Butter,Dairy,2,484.81,2.55,944.89,2025-03-24,124,Hyderabad,Cancelled,5
ORD1452,CUST1717,Apple,Fruits,3,389.28,16.1,979.82,2025-06-22,85,Kolkata,Cancelled,2
ORD1453,CUST1119,Apple,Fruits,1,187.14,16.59,156.09,2025-10-02,156,Kolkata,Pending,2
ORD1454,CUST1319,Milk,Dairy,5,293.31,1.93,1438.25,2025-10-13,23,Hyderabad,Pending,4
ORD1455,CUST1738,Cookies,Snacks,1,260.95,6.03,245.21,2025-07-22,67,Delhi,Pending,1
ORD1456,CUST1987,Coffee,Beverages,1,184.96,14.86,157.47,2025-07-15,82,Mumbai,Cancelled,4
ORD1457,CUST1254,Chips,Snacks,2,350.51,11.86,617.88,2025-04-30,141,Pune,Delivered,4
ORD1458,CUST1778,Chocolate,Snacks,5,427.17,5.71,2013.89,2025-09-25,49,Delhi,Cancelled,1
ORD1459,CUST1868,Tomato,Vegetables,2,308.01,13.18,534.83,2025-10-31,34,Pune,Cancelled,5
ORD1460,CUST1323,Face Wash,Personal Care,3,269.77,14.75,689.94,2025-07-20,151,Bangalore,Cancelled,4
ORD1461,CUST1300,Soda,Beverages,3,423.18,17.58,1046.35,2025-03-06,22,Delhi,Delivered,1
ORD1462,CUST1658,Juice,Beverages,4,459.8,9.29,1668.34,2025-01-15,119,Pune,Pending,2
ORD1463,CUST1549,Apple,Fruits,2,124.17,3.41,239.87,2025-01-21,65,Kolkata,Delivered,3
ORD1464,CUST1405,Cookies,Snacks,4,404.96,12.79,1412.66,2025-01-28,18,Mumbai,Pending,5
ORD1465,CUST1346,Shampoo,Personal Care,4,269.45,13.04,937.25,2025-07-13,176,Hyderabad,Delivered,5
ORD1466,CUST1721,Shampoo,Personal Care,1,277.82,12.68,242.59,2025-09-19,167,Hyderabad,Pending,5
ORD1467,CUST1466,Carrot,Vegetables,1,67.89,12.08,59.69,2025-10-10,150,Hyderabad,Cancelled,1
ORD1468,CUST1423,Toothpaste,Personal Care,4,261.34,9.01,951.17,2025-04-19,113,Pune,Cancelled,3
ORD1469,CUST1700,Milk,Dairy,3,251.36,9.49,682.52,2025-06-26,155,Chennai,Pending,1
ORD1470,CUST1891,Tea,Beverages,1,53.45,4.38,51.11,2025-02-12,162,Hyderabad,Delivered,1
ORD1471,CUST1617,Energy Drink,Beverages,1,202.49,16.05,169.99,2025-07-11,76,Bangalore,Cancelled,2
ORD1472,CUST1552,Juice,Beverages,3,69.97,5.56,198.24,2025-02-06,63,Bangalore,Pending,5
ORD1473,CUST1550,Banana,Fruits,1,101.23,6.9,94.25,2025-07-02,55,Mumbai,Pending,2
ORD1474,CUST1556,Shampoo,Personal Care,5,353.94,0.9,1753.77,2025-05-07,60,Delhi,Delivered,3
ORD1475,CUST1267,Lotion,Personal Care,1,225.44,14.6,192.53,2025-03-13,123,Bangalore,Pending,3
ORD1476,CUST1152,Paneer,Dairy,5,189.22,16.48,790.18,2025-04-13,22,Mumbai,Cancelled,5
ORD1477,CUST1849,Banana,Fruits,3,50.95,14.35,130.92,2025-08-03,98,Mumbai,Pending,3
ORD1478,CUST1593,Juice,Beverages,2,101.52,7.68,187.45,2025-05-07,178,Bangalore,Pending,5
