Order_ID,Product_ID,Seller_ID,Category,City,State,Order_Date,Quantity,Unit_Price,Discount,Final_Amount,Payment_Mode,Order_Status
ORD100225,PRD4872,SEL286,Electronics,Kolkata,Madhya Pradesh,2024-02-29,2,1829,355,3303,Credit Card,Cancelled
ORD100226,PRD3724,SEL599,Beauty,Kolkata,Karnataka,2024-10-21,4,2032,95,8033,Net Banking,Cancelled
ORD100227,PRD7658,SEL317,Home & Kitchen,Jaipur,Delhi,2024-09-07,3,874,95,2527,Debit Card,Delivered
ORD100228,PRD8956,SEL463,Beauty,Kolkata,West Bengal,2024-09-05,2,1099,417,1781,Credit Card,In Transit
ORD100229,PRD8886,SEL916,Beauty,Jaipur,Karnataka,2024-12-16,4,2002,363,7645,COD,Delivered
ORD100230,PRD4502,SEL364,Electronics,Kolkata,Tamil Nadu,2024-04-22,3,433,140,1159,UPI,In Transit
ORD100231,PRD7570,SEL448,Footwear,Mumbai,Tamil Nadu,2024-10-16,4,2392,57,9511,Net Banking,Returned
ORD100232,PRD1960,SEL386,Electronics,Indore,Maharashtra,2024-10-04,1,2107,279,1828,UPI,Returned
ORD100233,PRD3697,SEL710,Fashion,Jaipur,Maharashtra,2024-01-17,4,1376,178,5326,UPI,Cancelled
ORD100234,PRD7209,SEL818,Footwear,Bangalore,Telangana,2024-10-28,3,2053,84,6075,UPI,Delivered
ORD100235,PRD1035,SEL382,Footwear,Kolkata,Karnataka,2024-10-18,3,2480,143,7297,Debit Card,Returned
ORD100236,PRD7396,SEL669,Footwear,Mumbai,Karnataka,2024-05-28,5,1395,487,6488,Credit Card,Delivered
ORD100237,PRD5345,SEL110,Electronics,Pune,Telangana,2024-05-21,2,843,127,1559,Credit Card,In Transit
ORD100238,PRD8454,SEL629,Beauty,Indore,Rajasthan,2024-03-13,5,1400,321,6679,COD,Delivered
ORD100239,PRD5673,SEL295,Home & Kitchen,Jaipur,Rajasthan,2024-07-25,5,1439,355,6840,Debit Card,Delivered
ORD100240,PRD7930,SEL187,Fashion,Kolkata,Madhya Pradesh,2024-02-17,4,1767,435,6633,UPI,In Transit
ORD100241,PRD8973,SEL347,Home & Kitchen,Pune,West Bengal,2024-04-18,4,1399,165,5431,Net Banking,Cancelled
ORD100242,PRD3536,SEL837,Fashion,Delhi,Maharashtra,2024-10-16,4,1707,457,6371,Credit Card,Delivered
ORD100243,PRD4111,SEL516,Fashion,Indore,Telangana,2024-03-04,2,2107,233,3981,UPI,Returned
ORD100244,PRD5861,SEL600,Home & Kitchen,Chennai,Maharashtra,2024-03-22,3,682,335,1711,Debit Card,Cancelled
ORD100245,PRD4566,SEL668,Electronics,Indore,Maharashtra,2024-01-27,4,1551,371,5833,COD,Delivered
ORD100246,PRD1958,SEL876,Footwear,Hyderabad,West Bengal,2024-04-19,4,619,67,2409,Credit Card,Delivered
ORD100247,PRD9883,SEL346,Beauty,Bangalore,Rajasthan,2024-01-05,3,793,440,1939,COD,Cancelled
ORD100248,PRD1998,SEL807,Home & Kitchen,Pune,Tamil Nadu,2024-07-15,1,719,52,667,UPI,In Transit
ORD100249,PRD6138,SEL587,Footwear,Delhi,Karnataka,2024-03-09,2,580,271,889,Credit Card,Returned
ORD100250,PRD1936,SEL761,Beauty,Hyderabad,Maharashtra,2024-04-19,2,1986,315,3657,COD,Cancelled
ORD100251,PRD1821,SEL828,Beauty,Pune,Karnataka,2024-03-04,5,1872,179,9181,UPI,Returned
ORD100252,PRD8811,SEL602,Footwear,Chennai,Delhi,2024-11-26,1,1316,283,1033,Debit Card,Cancelled
ORD100253,PRD9238,SEL558,Beauty,Chennai,Delhi,2024-09-22,5,2387,96,11839,UPI,In Transit
ORD100254,PRD9701,SEL911,Footwear,Mumbai,West Bengal,2024-07-16,1,1287,255,1032,COD,Returned
ORD100255,PRD3579,SEL117,Footwear,Indore,Maharashtra,2024-06-11,2,1884,440,3328,Net Banking,Cancelled
ORD100256,PRD1931,SEL195,Fashion,Delhi,Tamil Nadu,2024-08-29,1,368,300,68,UPI,Delivered
ORD100257,PRD9320,SEL401,Footwear,Indore,Madhya Pradesh,2024-01-31,4,2375,146,9354,Credit Card,Delivered
ORD100258,PRD2312,SEL326,Fashion,Chennai,Maharashtra,2024-11-23,5,925,142,4483,Net Banking,Cancelled
ORD100259,PRD4044,SEL514,Footwear,Mumbai,Tamil Nadu,2024-03-20,5,1638,200,7990,Credit Card,Cancelled
ORD100260,PRD2122,SEL808,Beauty,Mumbai,Rajasthan,2024-01-30,2,653,473,833,Net Banking,Delivered
ORD100261,PRD2113,SEL349,Electronics,Delhi,Karnataka,2024-06-07,2,789,6,1572,Credit Card,Returned
ORD100262,PRD4853,SEL413,Home & Kitchen,Bangalore,Tamil Nadu,2024-09-24,5,1361,85,6720,COD,Delivered
ORD100263,PRD7615,SEL779,Fashion,Chennai,Maharashtra,2024-06-20,4,1414,268,5388,Credit Card,In Transit
ORD100264,PRD2964,SEL695,Footwear,Bangalore,Maharashtra,2024-09-18,3,527,255,1326,UPI,Returned
ORD100265,PRD5033,SEL477,Footwear,Delhi,Delhi,2024-02-22,5,772,116,3744,COD,Cancelled
ORD100266,PRD1651,SEL584,Electronics,Bangalore,Delhi,2024-01-24,4,1790,196,6964,Net Banking,In Transit
ORD100267,PRD2343,SEL666,Home & Kitchen,Chennai,Maharashtra,2024-04-24,3,1316,213,3735,Net Banking,Returned
ORD100268,PRD7868,SEL643,Electronics,Kolkata,Delhi,2024-03-02,5,515,91,2484,Credit Card,Delivered
ORD100269,PRD9565,SEL452,Fashion,Kolkata,Rajasthan,2024-08-26,3,1572,167,4549,COD,Returned
ORD100270,PRD6183,SEL535,Footwear,Hyderabad,Rajasthan,2024-04-12,3,1544,378,4254,Debit Card,In Transit
ORD100271,PRD5272,SEL863,Fashion,Indore,Delhi,2024-04-10,5,1304,77,6443,UPI,Returned
ORD100272,PRD4346,SEL663,Beauty,Chennai,Maharashtra,2024-11-21,1,1672,0,1672,UPI,Cancelled
ORD100273,PRD6147,SEL438,Electronics,Chennai,Maharashtra,2024-08-02,4,545,497,1683,COD,Cancelled
ORD100274,PRD4910,SEL460,Fashion,Mumbai,West Bengal,2024-09-23,4,1825,234,7066,UPI,In Transit
ORD100275,PRD5351,SEL819,Electronics,Hyderabad,Tamil Nadu,2024-02-08,5,555,222,2553,Debit Card,Returned
ORD100276,PRD7484,SEL564,Home & Kitchen,Hyderabad,Maharashtra,2024-07-20,3,1602,231,4575,UPI,Cancelled
ORD100277,PRD3144,SEL377,Electronics,Jaipur,Rajasthan,2024-10-26,1,936,54,882,Debit Card,In Transit
ORD100278,PRD5915,SEL413,Electronics,Jaipur,Tamil Nadu,2024-03-02,5,1767,493,8342,Credit Card,Returned
ORD100279,PRD8491,SEL357,Home & Kitchen,Delhi,Telangana,2024-03-02,1,945,413,532,Debit Card,Cancelled
ORD100280,PRD6180,SEL336,Footwear,Delhi,Tamil Nadu,2024-02-16,2,1757,202,3312,Debit Card,Cancelled
ORD100281,PRD2188,SEL223,Footwear,Hyderabad,Maharashtra,2024-01-16,4,2152,284,8324,Credit Card,Delivered
ORD100282,PRD1152,SEL838,Electronics,Bangalore,Telangana,2024-03-12,1,348,31,317,Credit Card,Returned
ORD100283,PRD8508,SEL297,Fashion,Delhi,Maharashtra,2024-12-17,1,1360,469,891,UPI,In Transit
ORD100284,PRD2638,SEL423,Fashion,Jaipur,Delhi,2024-03-06,1,1658,62,1596,UPI,In Transit
ORD100285,PRD2200,SEL222,Beauty,Bangalore,Maharashtra,2024-07-21,4,420,195,1485,UPI,Cancelled
ORD100286,PRD9808,SEL860,Electronics,Delhi,Telangana,2024-05-20,3,2126,452,5926,Debit Card,In Transit
ORD100287,PRD4492,SEL648,Fashion,Chennai,Madhya Pradesh,2024-07-29,5,2262,31,11279,UPI,In Transit
ORD100288,PRD9288,SEL880,Footwear,Delhi,Madhya Pradesh,2024-04-12,5,1320,322,6278,Debit Card,In Transit
ORD100289,PRD5345,SEL806,Footwear,Kolkata,Maharashtra,2024-10-05,4,1709,467,6369,Credit Card,Returned
ORD100290,PRD3170,SEL289,Electronics,Delhi,Tamil Nadu,2024-04-02,1,1606,305,1301,COD,In Transit
ORD100291,PRD6718,SEL296,Electronics,Mumbai,Telangana,2024-09-28,3,1253,498,3261,UPI,Returned
ORD100292,PRD2127,SEL321,Beauty,Pune,Karnataka,2024-09-30,1,1198,294,904,UPI,Cancelled
ORD100293,PRD5002,SEL856,Footwear,Delhi,Maharashtra,2024-10-30,3,1769,467,4840,Net Banking,Cancelled
ORD100294,PRD7054,SEL595,Home & Kitchen,Bangalore,Rajasthan,2024-10-15,2,2316,277,4355,COD,Delivered
ORD100295,PRD5669,SEL383,Footwear,Jaipur,Delhi,2024-01-29,2,1196,10,2382,Debit Card,Cancelled
ORD100296,PRD3584,SEL841,Home & Kitchen,Delhi,Delhi,2024-03-07,3,1026,470,2608,UPI,Cancelled
ORD100297,PRD8179,SEL703,Fashion,Pune,Madhya Pradesh,2024-02-26,5,1794,491,8479,Net Banking,Delivered
ORD100298,PRD9900,SEL878,Electronics,Indore,Rajasthan,2024-06-21,3,1621,69,4794,Debit Card,Cancelled
ORD100299,PRD5956,SEL637,Footwear,Bangalore,Madhya Pradesh,2024-12-28,5,1761,114,8691,Debit Card,Returned
ORD100300,PRD9666,SEL711,Footwear,Indore,Delhi,2024-03-06,2,307,485,129,UPI,Returned
ORD100301,PRD1128,SEL389,Beauty,Bangalore,Maharashtra,2024-11-09,2,726,479,973,COD,Cancelled
ORD100302,PRD5905,SEL202,Fashion,Pune,Rajasthan,2024-06-26,3,987,325,2636,COD,Returned
ORD100303,PRD2697,SEL952,Home & Kitchen,Mumbai,Delhi,2024-04-17,2,577,179,975,COD,In Transit
ORD100304,PRD3200,SEL298,Beauty,Jaipur,Madhya Pradesh,2024-08-12,4,981,452,3472,Debit Card,In Transit
ORD100305,PRD5333,SEL403,Beauty,Mumbai,Delhi,2024-02-21,4,1223,83,4809,Debit Card,Delivered
ORD100306,PRD2891,SEL332,Home & Kitchen,Bangalore,Madhya Pradesh,2024-06-12,3,728,37,2147,UPI,Delivered
ORD100307,PRD2753,SEL469,Footwear,Jaipur,Delhi,2024-10-07,1,1684,304,1380,Credit Card,Cancelled
ORD100308,PRD3546,SEL283,Fashion,Pune,Telangana,2024-11-06,4,943,27,3745,UPI,In Transit
ORD100309,PRD5462,SEL409,Home & Kitchen,Chennai,Telangana,2024-12-22,5,1386,338,6592,COD,Delivered
ORD100310,PRD5616,SEL114,Fashion,Pune,Delhi,2024-07-20,5,2310,78,11472,Credit Card,Delivered
ORD100311,PRD4450,SEL825,Fashion,Delhi,Telangana,2024-05-30,5,2267,102,11233,UPI,Returned
ORD100312,PRD6617,SEL646,Beauty,Jaipur,Rajasthan,2024-02-11,4,773,157,2935,Debit Card,Delivered
ORD100313,PRD4335,SEL229,Home & Kitchen,Indore,Maharashtra,2024-11-24,5,1887,94,9341,UPI,In Transit
ORD100314,PRD5325,SEL380,Home & Kitchen,Hyderabad,Tamil Nadu,2024-01-23,3,2101,238,6065,Net Banking,Delivered
ORD100315,PRD9280,SEL146,Home & Kitchen,Kolkata,Madhya Pradesh,2024-03-18,1,651,342,309,Net Banking,Cancelled
ORD100316,PRD9004,SEL155,Footwear,Indore,West Bengal,2024-10-10,1,1885,419,1466,Credit Card,Cancelled
ORD100317,PRD5114,SEL666,Fashion,Kolkata,West Bengal,2024-08-31,3,623,202,1667,Net Banking,Cancelled
ORD100318,PRD1832,SEL399,Electronics,Hyderabad,Telangana,2024-03-02,4,1008,485,3547,UPI,Delivered
ORD100319,PRD2512,SEL814,Electronics,Chennai,Maharashtra,2024-08-04,1,2083,103,1980,COD,Delivered
ORD100320,PRD7939,SEL229,Home & Kitchen,Chennai,West Bengal,2024-07-17,5,1927,282,9353,Credit Card,Delivered
ORD100321,PRD5533,SEL753,Beauty,Mumbai,Madhya Pradesh,2024-12-24,5,2440,400,11800,UPI,Cancelled
ORD100322,PRD1722,SEL989,Fashion,Mumbai,Tamil Nadu,2024-10-17,5,710,473,3077,Net Banking,Returned
ORD100323,PRD1058,SEL870,Beauty,Jaipur,Delhi,2024-07-29,3,1868,335,5269,UPI,Returned
ORD100324,PRD6464,SEL602,Beauty,Pune,Telangana,2024-07-25,2,1945,19,3871,COD,In Transit
ORD100325,PRD3143,SEL205,Home & Kitchen,Chennai,Tamil Nadu,2024-05-17,3,382,172,974,Credit Card,Delivered
ORD100326,PRD5291,SEL993,Beauty,Pune,Tamil Nadu,2024-04-26,2,1530,498,2562,Credit Card,Delivered
ORD100327,PRD3647,SEL112,Beauty,Jaipur,West Bengal,2024-04-06,4,1165,467,4193,Debit Card,Delivered
ORD100328,PRD8239,SEL687,Footwear,Indore,Karnataka,2024-09-20,2,568,159,977,Net Banking,Delivered
ORD100329,PRD8007,SEL391,Fashion,Hyderabad,Delhi,2024-03-29,2,1122,428,1816,Credit Card,Delivered
ORD100330,PRD1158,SEL580,Beauty,Kolkata,Madhya Pradesh,2024-07-03,2,1422,188,2656,COD,Delivered
ORD100331,PRD2832,SEL590,Beauty,Bangalore,Rajasthan,2024-05-03,3,2302,304,6602,Net Banking,Returned
ORD100332,PRD2232,SEL551,Fashion,Chennai,Delhi,2024-06-25,2,1359,383,2335,Credit Card,Delivered
ORD100333,PRD3442,SEL448,Electronics,Hyderabad,Telangana,2024-03-24,5,1177,438,5447,Debit Card,In Transit
ORD100334,PRD9938,SEL288,Electronics,Bangalore,Delhi,2024-09-19,1,336,242,94,UPI,Returned
ORD100335,PRD1590,SEL152,Beauty,Pune,Rajasthan,2024-11-07,3,1427,216,4065,Debit Card,Cancelled
ORD100336,PRD7049,SEL358,Footwear,Indore,Maharashtra,2024-08-26,3,2432,422,6874,COD,Returned
ORD100337,PRD3426,SEL982,Fashion,Jaipur,Maharashtra,2024-10-14,5,1457,152,7133,Debit Card,Returned
ORD100338,PRD8041,SEL589,Home & Kitchen,Hyderabad,Karnataka,2024-11-23,3,1434,133,4169,Net Banking,Cancelled
ORD100339,PRD3088,SEL216,Home & Kitchen,Bangalore,Delhi,2024-01-30,5,1955,338,9437,Credit Card,Returned
ORD100340,PRD1685,SEL941,Fashion,Hyderabad,Maharashtra,2024-05-12,4,1957,198,7630,UPI,In Transit
ORD100341,PRD6050,SEL166,Electronics,Kolkata,Karnataka,2024-12-09,3,2377,153,6978,Debit Card,Delivered
ORD100342,PRD6974,SEL510,Footwear,Bangalore,Maharashtra,2024-08-29,2,1359,371,2347,COD,Cancelled
ORD100343,PRD1653,SEL603,Home & Kitchen,Pune,Tamil Nadu,2024-06-30,2,1557,215,2899,Net Banking,Returned
ORD100344,PRD6862,SEL175,Footwear,Mumbai,Rajasthan,2024-08-25,1,2227,27,2200,UPI,Delivered
ORD100345,PRD4441,SEL690,Beauty,Delhi,Karnataka,2024-12-14,4,2470,152,9728,UPI,Cancelled
ORD100346,PRD5088,SEL744,Home & Kitchen,Bangalore,Maharashtra,2024-06-24,4,2174,73,8623,Credit Card,Returned
ORD100347,PRD2684,SEL802,Fashion,Delhi,Rajasthan,2024-11-19,2,1583,324,2842,Debit Card,Cancelled
ORD100348,PRD6794,SEL154,Fashion,Bangalore,Madhya Pradesh,2024-03-27,5,948,250,4490,Credit Card,In Transit
ORD100349,PRD7658,SEL255,Fashion,Kolkata,Telangana,2024-08-07,4,1870,2,7478,Debit Card,Delivered
ORD100350,PRD3532,SEL252,Fashion,Hyderabad,Telangana,2024-06-13,5,1080,9,5391,Debit Card,Returned
ORD100351,PRD4878,SEL930,Footwear,Chennai,Karnataka,2024-03-07,1,1871,257,1614,COD,Delivered
ORD100352,PRD3662,SEL676,Footwear,Kolkata,Maharashtra,2024-06-01,3,2167,372,6129,Credit Card,Cancelled
ORD100353,PRD3900,SEL411,Electronics,Bangalore,Madhya Pradesh,2024-06-24,4,1771,384,6700,COD,Cancelled
ORD100354,PRD7755,SEL187,Fashion,Kolkata,Karnataka,2024-04-24,2,1165,375,1955,COD,Returned
ORD100355,PRD1406,SEL354,Home & Kitchen,Kolkata,Delhi,2024-12-30,1,1836,448,1388,Net Banking,Delivered
ORD100356,PRD3938,SEL221,Fashion,Indore,Rajasthan,2024-12-04,1,380,24,356,Credit Card,Delivered
ORD100357,PRD6442,SEL671,Electronics,Hyderabad,Delhi,2024-10-07,3,2243,359,6370,Debit Card,In Transit
ORD100358,PRD7745,SEL882,Footwear,Bangalore,Madhya Pradesh,2024-12-04,1,2431,138,2293,COD,Delivered
ORD100359,PRD5065,SEL526,Electronics,Hyderabad,Tamil Nadu,2024-05-24,1,735,254,481,Net Banking,Cancelled
ORD100360,PRD5371,SEL720,Fashion,Kolkata,Rajasthan,2024-07-02,4,1509,82,5954,UPI,In Transit
ORD100361,PRD3608,SEL710,Fashion,Mumbai,Rajasthan,2024-06-18,2,311,6,616,UPI,Delivered
ORD100362,PRD2771,SEL909,Home & Kitchen,Hyderabad,Rajasthan,2024-09-18,1,714,463,251,Debit Card,Returned
ORD100363,PRD7267,SEL733,Electronics,Delhi,Tamil Nadu,2024-08-25,1,708,416,292,Debit Card,Returned
ORD100364,PRD1634,SEL331,Fashion,Delhi,Karnataka,2024-08-06,1,689,435,254,UPI,Returned
ORD100365,PRD8711,SEL894,Fashion,Pune,Maharashtra,2024-07-02,4,1398,449,5143,UPI,Delivered
ORD100366,PRD4644,SEL635,Beauty,Jaipur,Madhya Pradesh,2024-07-24,4,2169,139,8537,UPI,Delivered
ORD100367,PRD4269,SEL489,Beauty,Jaipur,Rajasthan,2024-03-08,1,952,53,899,UPI,In Transit
ORD100368,PRD8541,SEL561,Electronics,Jaipur,Rajasthan,2024-07-02,5,418,441,1649,COD,In Transit
ORD100369,PRD6728,SEL553,Home & Kitchen,Delhi,West Bengal,2024-08-13,1,559,133,426,Net Banking,Cancelled
ORD100370,PRD6000,SEL404,Footwear,Mumbai,Madhya Pradesh,2024-12-08,3,2426,267,7011,UPI,In Transit
ORD100371,PRD4728,SEL980,Footwear,Delhi,Delhi,2024-06-26,4,908,429,3203,UPI,In Transit
ORD100372,PRD4652,SEL702,Beauty,Pune,Telangana,2024-09-10,2,606,384,828,Debit Card,Returned
ORD100373,PRD1387,SEL539,Beauty,Indore,Telangana,2024-01-26,5,1212,281,5779,COD,In Transit
ORD100374,PRD4164,SEL412,Beauty,Jaipur,Maharashtra,2024-08-15,5,2135,45,10630,COD,In Transit
ORD100375,PRD7528,SEL682,Beauty,Delhi,West Bengal,2024-11-30,1,720,206,514,Net Banking,Delivered
ORD100376,PRD6378,SEL735,Footwear,Kolkata,Telangana,2024-02-16,5,1547,455,7280,Credit Card,Returned
ORD100377,PRD5564,SEL161,Beauty,Pune,West Bengal,2024-07-05,1,1213,432,781,Net Banking,In Transit
ORD100378,PRD2137,SEL724,Fashion,Hyderabad,Delhi,2024-12-02,3,2153,58,6401,Debit Card,Returned
ORD100379,PRD5573,SEL857,Fashion,Delhi,Karnataka,2024-11-20,3,2438,191,7123,Credit Card,Cancelled
ORD100380,PRD6753,SEL201,Electronics,Hyderabad,Maharashtra,2024-07-28,1,1341,312,1029,Credit Card,Cancelled
ORD100381,PRD9346,SEL881,Beauty,Delhi,Maharashtra,2024-08-22,2,1684,55,3313,Credit Card,In Transit
ORD100382,PRD7548,SEL312,Beauty,Delhi,West Bengal,2024-12-03,5,2365,68,11757,COD,In Transit
ORD100383,PRD9785,SEL740,Electronics,Bangalore,Karnataka,2024-10-26,4,2382,399,9129,COD,In Transit
ORD100384,PRD6425,SEL316,Beauty,Indore,Telangana,2024-12-02,5,1618,258,7832,Debit Card,In Transit
ORD100385,PRD1452,SEL370,Electronics,Bangalore,Madhya Pradesh,2024-06-24,3,2154,412,6050,Net Banking,Returned
ORD100386,PRD2889,SEL776,Footwear,Hyderabad,Telangana,2024-12-25,5,1585,364,7561,UPI,Returned
ORD100387,PRD5279,SEL183,Electronics,Kolkata,West Bengal,2024-12-17,3,843,363,2166,Debit Card,Delivered
ORD100388,PRD3925,SEL260,Footwear,Indore,West Bengal,2024-06-29,5,2267,298,11037,Debit Card,In Transit
ORD100389,PRD5349,SEL345,Beauty,Bangalore,Delhi,2024-01-07,5,736,12,3668,COD,Cancelled
ORD100390,PRD1626,SEL277,Home & Kitchen,Bangalore,Delhi,2024-05-16,2,1473,349,2597,Debit Card,Cancelled
ORD100391,PRD2776,SEL665,Beauty,Mumbai,West Bengal,2024-10-04,1,1769,416,1353,UPI,In Transit
ORD100392,PRD8119,SEL176,Fashion,Indore,Madhya Pradesh,2024-05-01,5,1478,354,7036,Credit Card,Returned
ORD100393,PRD6663,SEL260,Home & Kitchen,Hyderabad,Rajasthan,2024-10-09,1,353,380,-27,UPI,Returned
ORD100394,PRD6139,SEL102,Electronics,Chennai,Rajasthan,2024-10-28,5,1104,397,5123,UPI,Delivered
ORD100395,PRD8149,SEL518,Beauty,Delhi,Madhya Pradesh,2024-04-05,2,2404,61,4747,Debit Card,Returned
ORD100396,PRD9379,SEL561,Home & Kitchen,Jaipur,Karnataka,2024-03-07,2,1344,2,2686,COD,Cancelled
ORD100397,PRD2894,SEL805,Footwear,Chennai,Rajasthan,2024-06-14,5,508,396,2144,Net Banking,Returned
ORD100398,PRD7311,SEL708,Electronics,Kolkata,Maharashtra,2024-02-07,3,2452,112,7244,Net Banking,Cancelled
ORD100399,PRD4114,SEL581,Fashion,Pune,Telangana,2024-07-31,5,2499,206,12289,UPI,Returned
ORD100400,PRD5173,SEL398,Footwear,Kolkata,Rajasthan,2024-06-18,3,1502,111,4395,Net Banking,Delivered
ORD100401,PRD1727,SEL133,Footwear,Hyderabad,Delhi,2024-02-28,3,2125,123,6252,Debit Card,In Transit
ORD100402,PRD8144,SEL337,Home & Kitchen,Delhi,West Bengal,2024-02-28,4,1350,276,5124,Debit Card,In Transit
ORD100403,PRD1027,SEL395,Electronics,Pune,West Bengal,2024-09-06,1,1514,459,1055,COD,Delivered
ORD100404,PRD9518,SEL823,Fashion,Hyderabad,Telangana,2024-03-26,5,2484,3,12417,Credit Card,Delivered
ORD100405,PRD9821,SEL389,Fashion,Bangalore,Delhi,2024-04-15,5,2082,331,10079,Credit Card,Returned
ORD100406,PRD4228,SEL819,Electronics,Chennai,West Bengal,2024-01-20,1,600,27,573,COD,Cancelled
ORD100407,PRD6967,SEL980,Beauty,Indore,Maharashtra,2024-05-12,4,1889,230,7326,COD,In Transit
ORD100408,PRD8066,SEL564,Footwear,Mumbai,Delhi,2024-12-10,1,2490,3,2487,COD,Returned
ORD100409,PRD2146,SEL172,Home & Kitchen,Mumbai,Tamil Nadu,2024-09-14,1,1487,402,1085,Credit Card,In Transit
ORD100410,PRD6409,SEL803,Footwear,Hyderabad,Karnataka,2024-07-21,1,2241,80,2161,Credit Card,Returned
ORD100411,PRD6143,SEL339,Home & Kitchen,Delhi,West Bengal,2024-11-20,2,1520,346,2694,Net Banking,Cancelled
ORD100412,PRD3041,SEL370,Footwear,Indore,West Bengal,2024-03-04,1,320,293,27,Net Banking,Delivered
ORD100413,PRD5920,SEL906,Beauty,Kolkata,Karnataka,2024-06-05,2,1708,108,3308,UPI,Cancelled
ORD100414,PRD9308,SEL910,Fashion,Bangalore,Delhi,2024-04-23,5,1335,99,6576,Net Banking,In Transit
ORD100415,PRD6067,SEL740,Fashion,Chennai,Maharashtra,2024-11-26,5,599,148,2847,UPI,In Transit
ORD100416,PRD7691,SEL703,Electronics,Mumbai,Tamil Nadu,2024-06-18,3,825,343,2132,Net Banking,Delivered
ORD100417,PRD6344,SEL777,Home & Kitchen,Chennai,Karnataka,2024-04-09,3,2290,230,6640,Net Banking,Returned
ORD100418,PRD7592,SEL923,Home & Kitchen,Hyderabad,Telangana,2024-06-10,4,990,2,3958,Credit Card,Returned
ORD100419,PRD5844,SEL302,Beauty,Jaipur,Rajasthan,2024-07-03,2,1658,449,2867,Debit Card,Returned
ORD100420,PRD3085,SEL535,Footwear,Mumbai,Tamil Nadu,2024-09-06,5,745,89,3636,UPI,Cancelled
ORD100421,PRD4143,SEL217,Fashion,Kolkata,Delhi,2024-05-14,1,608,456,152,Net Banking,In Transit
ORD100422,PRD7888,SEL657,Home & Kitchen,Kolkata,West Bengal,2024-10-29,2,450,282,618,Credit Card,Cancelled
ORD100423,PRD7211,SEL330,Footwear,Chennai,Karnataka,2024-07-06,4,1214,456,4400,Credit Card,Delivered
ORD100424,PRD3851,SEL763,Electronics,Bangalore,West Bengal,2024-07-22,3,2356,5,7063,UPI,In Transit
ORD100425,PRD5930,SEL252,Beauty,Pune,Delhi,2024-03-22,2,898,376,1420,UPI,In Transit
ORD100426,PRD7653,SEL372,Electronics,Delhi,Telangana,2024-04-28,1,1382,189,1193,Net Banking,Returned
ORD100427,PRD9977,SEL946,Fashion,Delhi,Maharashtra,2024-07-17,4,2162,451,8197,COD,Returned
ORD100428,PRD1006,SEL245,Beauty,Pune,Maharashtra,2024-05-14,5,1012,192,4868,Net Banking,Returned
ORD100429,PRD5978,SEL173,Home & Kitchen,Pune,Rajasthan,2024-07-11,2,2415,207,4623,Credit Card,Delivered
ORD100430,PRD5700,SEL161,Electronics,Mumbai,West Bengal,2024-09-13,2,2101,84,4118,Debit Card,Cancelled
ORD100431,PRD4443,SEL269,Footwear,Mumbai,Telangana,2024-03-17,2,944,185,1703,Credit Card,Returned
ORD100432,PRD8043,SEL911,Electronics,Bangalore,Madhya Pradesh,2024-02-28,4,2261,245,8799,COD,Cancelled
ORD100433,PRD6279,SEL414,Footwear,Delhi,Karnataka,2024-01-23,2,959,68,1850,COD,Cancelled
ORD100434,PRD8618,SEL709,Beauty,Delhi,Tamil Nadu,2024-05-12,2,2416,490,4342,COD,Cancelled
ORD100435,PRD8238,SEL866,Beauty,Bangalore,Telangana,2024-08-17,5,2230,444,10706,Credit Card,Cancelled
ORD100436,PRD8244,SEL944,Electronics,Pune,Rajasthan,2024-10-25,2,2392,135,4649,Net Banking,Delivered
ORD100437,PRD4501,SEL682,Fashion,Delhi,Telangana,2024-04-27,4,1878,67,7445,Net Banking,In Transit
ORD100438,PRD9375,SEL395,Beauty,Delhi,West Bengal,2024-03-17,5,694,90,3380,Net Banking,Delivered
ORD100439,PRD8752,SEL549,Footwear,Kolkata,Delhi,2024-02-17,4,833,461,2871,Credit Card,In Transit
ORD100440,PRD3780,SEL227,Electronics,Jaipur,Madhya Pradesh,2024-07-08,1,2470,219,2251,Debit Card,Delivered
ORD100441,PRD2389,SEL579,Electronics,Mumbai,Tamil Nadu,2024-08-05,2,1342,244,2440,Net Banking,In Transit
ORD100442,PRD5649,SEL805,Fashion,Kolkata,Maharashtra,2024-05-11,2,322,363,281,Net Banking,Delivered
ORD100443,PRD9445,SEL411,Home & Kitchen,Mumbai,Karnataka,2024-07-11,2,1593,209,2977,Credit Card,Returned
ORD100444,PRD6491,SEL816,Home & Kitchen,Chennai,Madhya Pradesh,2024-05-13,5,2034,289,9881,UPI,In Transit
ORD100445,PRD2530,SEL512,Home & Kitchen,Kolkata,West Bengal,2024-10-09,5,2276,91,11289,Credit Card,Returned
ORD100446,PRD4848,SEL378,Beauty,Bangalore,Maharashtra,2024-06-06,5,1710,396,8154,UPI,In Transit
ORD100447,PRD6085,SEL612,Footwear,Indore,Maharashtra,2024-12-24,2,710,109,1311,Net Banking,Delivered
ORD100448,PRD4680,SEL652,Fashion,Bangalore,Rajasthan,2024-03-23,4,321,411,873,Net Banking,In Transit
ORD100449,PRD4262,SEL605,Home & Kitchen,Mumbai,Delhi,2024-02-15,1,1377,113,1264,Credit Card,In Transit
ORD100450,PRD3414,SEL548,Footwear,Delhi,Karnataka,2024-11-10,5,1473,364,7001,Credit Card,In Transit
