CustomerID,Region,Category,Product,Quantity,Price,Sales,Profit,Discount,OrderDate,PaymentMethod,CustomerRating
CUST1279,South,Clothing,T-Shirt,6,128.94,773.64,110.6,0.01,2023-12-05,Cash,2
CUST1280,West,Beauty,Cream,2,5.54,11.08,1.87,0.12,2023-09-29,NetBanking,1
CUST1281,North,Beauty,Lipstick,2,494.14,988.28,153.76,0.1,2023-09-28,Card,4
CUST1282,North,Beauty,Cream,2,160.11,320.22,86.54,0.08,2023-10-08,Card,2
CUST1283,North,Sports,Football,10,326.76,3267.6,522.9,0.13,2024-03-12,Card,4
CUST1284,Central,Beauty,Facewash,4,47.91,191.64,14.4,0.12,2023-09-10,NetBanking,3
CUST1285,West,Clothing,Jeans,4,142.1,568.4,40.39,0.16,2024-08-06,UPI,3
CUST1286,South,Sports,Tennis Racket,7,151.29,1059.03,67.4,0.1,2024-05-05,UPI,2
CUST1287,West,Beauty,Cream,9,444.92,4004.28,212.29,0.19,2025-01-09,Card,4
CUST1288,Central,Grocery,Snacks,9,343.06,3087.54,743.11,0.0,2023-05-30,UPI,1
CUST1289,East,Furniture,Chair,1,474.6,474.6,70.95,0.13,2024-08-09,NetBanking,4
CUST1290,West,Electronics,Laptop,5,46.38,231.9,16.18,0.19,2024-02-21,Card,5
CUST1291,East,Grocery,Rice,5,350.84,1754.2,407.83,0.01,2024-05-03,UPI,4
CUST1292,North,Grocery,Rice,5,334.71,1673.55,359.0,0.02,2023-12-26,Card,1
CUST1293,South,Grocery,Snacks,9,261.03,2349.27,600.54,0.03,2024-06-14,Card,3
CUST1294,North,Electronics,Headphones,7,139.63,977.41,64.48,0.1,2023-06-07,Cash,1
CUST1295,West,Sports,Tennis Racket,6,82.87,497.22,120.99,0.05,2023-08-25,UPI,1
CUST1296,North,Furniture,Chair,8,185.17,1481.36,414.86,0.19,2024-01-02,UPI,5
CUST1297,West,Furniture,Sofa,4,211.05,844.2,194.23,0.17,2024-07-09,Cash,1
CUST1298,Central,Beauty,Cream,3,115.48,346.44,61.99,0.19,2023-04-05,UPI,4
CUST1299,East,Clothing,Jacket,2,278.78,557.56,28.99,0.06,2024-02-15,Cash,5
CUST1300,South,Grocery,Snacks,10,486.07,4860.7,1455.52,0.15,2024-02-05,Card,2
CUST1301,North,Grocery,Rice,4,273.06,1092.24,228.26,0.19,2023-01-20,UPI,4
CUST1302,East,Electronics,Laptop,9,491.64,4424.76,685.63,0.19,2023-05-03,Card,3
CUST1303,North,Electronics,Laptop,9,209.46,1885.14,516.33,0.19,2025-07-27,UPI,5
CUST1304,North,Sports,Tennis Racket,7,42.04,294.28,56.49,0.13,2025-06-09,Card,2
CUST1305,East,Clothing,Jacket,7,351.86,2463.02,575.95,0.09,2024-10-13,Card,1
CUST1306,South,Furniture,Chair,3,57.3,171.9,27.92,0.08,2024-10-05,Cash,2
CUST1307,West,Clothing,Shoes,5,426.98,2134.9,155.0,0.17,2024-09-15,UPI,2
CUST1308,East,Furniture,Chair,4,484.36,1937.44,288.8,0.14,2023-04-11,Cash,2
CUST1309,North,Grocery,Spices,9,375.3,3377.7,379.87,0.02,2025-08-04,Card,1
CUST1310,North,Electronics,Laptop,3,103.08,309.24,46.43,0.12,2023-06-22,Cash,1
CUST1311,North,Electronics,Laptop,8,405.6,3244.8,236.85,0.02,2024-11-10,NetBanking,1
CUST1312,South,Sports,Jersey,7,250.58,1754.06,255.54,0.03,2025-05-23,Card,2
CUST1313,East,Clothing,Shoes,3,22.15,66.45,13.61,0.13,2024-05-18,NetBanking,4
CUST1314,Central,Grocery,Rice,2,143.49,286.98,24.19,0.13,2024-02-13,Card,5
CUST1315,North,Grocery,Snacks,8,274.54,2196.32,375.94,0.06,2025-10-25,Cash,2
CUST1316,North,Clothing,Jeans,1,448.4,448.4,109.69,0.16,2023-04-30,NetBanking,5
CUST1317,East,Sports,Tennis Racket,3,54.57,163.71,35.07,0.11,2024-06-29,UPI,2
CUST1318,Central,Grocery,Snacks,3,92.17,276.51,54.78,0.18,2025-01-04,UPI,3
CUST1319,Central,Sports,Tennis Racket,10,474.44,4744.4,1229.63,0.11,2025-10-05,Card,4
CUST1320,North,Electronics,Mobile,4,302.82,1211.28,66.6,0.0,2025-09-05,Card,2
CUST1321,East,Beauty,Perfume,6,34.48,206.88,17.98,0.15,2023-10-18,Cash,1
CUST1322,East,Beauty,Facewash,10,55.01,550.1,69.01,0.2,2023-10-07,NetBanking,4
CUST1323,East,Furniture,Sofa,4,334.44,1337.76,339.27,0.06,2025-02-13,Cash,2
CUST1324,South,Beauty,Cream,10,198.84,1988.4,593.68,0.04,2023-03-08,Cash,5
CUST1325,South,Beauty,Cream,8,74.62,596.96,141.08,0.07,2024-05-02,Cash,2
CUST1326,North,Beauty,Lipstick,8,10.64,85.12,8.72,0.07,2023-05-19,UPI,1
CUST1327,North,Grocery,Spices,7,484.71,3392.97,919.96,0.18,2025-10-06,Cash,5
CUST1328,West,Electronics,Camera,10,327.23,3272.3,725.76,0.09,2023-11-30,UPI,3
CUST1329,North,Clothing,Jacket,2,41.73,83.46,7.72,0.03,2025-02-07,UPI,5
CUST1330,North,Clothing,Shoes,1,218.51,218.51,46.63,0.03,2025-06-08,UPI,3
CUST1331,South,Furniture,Cupboard,9,362.41,3261.69,758.32,0.13,2024-06-27,Cash,2
CUST1332,North,Electronics,Camera,10,277.08,2770.8,478.62,0.07,2023-04-22,NetBanking,1
CUST1333,East,Beauty,Facewash,4,53.01,212.04,21.57,0.2,2024-08-20,NetBanking,1
CUST1334,East,Grocery,Spices,8,447.96,3583.68,416.61,0.04,2025-03-04,NetBanking,3
CUST1335,South,Grocery,Rice,5,222.67,1113.35,128.98,0.11,2024-07-04,Card,1
CUST1336,North,Beauty,Lipstick,9,209.92,1889.28,451.75,0.11,2024-04-10,NetBanking,5
CUST1337,West,Sports,Jersey,10,441.42,4414.2,746.29,0.08,2023-06-11,UPI,5
CUST1338,Central,Sports,Tennis Racket,2,474.88,949.76,154.11,0.19,2023-12-09,Card,2
CUST1339,North,Grocery,Rice,7,104.95,734.65,187.81,0.17,2023-10-30,Cash,3
CUST1340,North,Electronics,Camera,9,201.69,1815.21,238.76,0.1,2024-07-19,UPI,5
CUST1341,Central,Sports,Jersey,2,210.15,420.3,36.59,0.18,2023-07-25,UPI,3
CUST1342,Central,Clothing,Shoes,5,194.61,973.05,166.78,0.01,2025-08-26,Cash,4
CUST1343,South,Sports,Jersey,1,200.92,200.92,54.2,0.01,2024-05-01,NetBanking,3
CUST1344,East,Electronics,Headphones,5,158.92,794.6,207.16,0.19,2023-07-21,Card,2
CUST1345,East,Beauty,Facewash,6,138.36,830.16,128.01,0.04,2023-07-02,Card,4
CUST1346,West,Sports,Shoes,1,260.06,260.06,23.34,0.14,2024-09-29,NetBanking,2
CUST1347,Central,Sports,Football,3,100.42,301.26,77.8,0.05,2023-04-29,NetBanking,1
CUST1348,East,Beauty,Perfume,5,187.33,936.65,155.54,0.13,2025-03-23,UPI,1
CUST1349,South,Clothing,Shoes,10,225.82,2258.2,655.17,0.12,2025-08-29,Cash,3
CUST1350,South,Clothing,T-Shirt,5,18.59,92.95,5.8,0.17,2024-03-14,Card,2
CUST1351,East,Beauty,Facewash,9,14.93,134.37,32.93,0.09,2023-01-19,Card,2
CUST1352,Central,Electronics,Laptop,5,306.13,1530.65,437.39,0.08,2024-07-17,NetBanking,3
CUST1353,West,Clothing,Jeans,8,154.56,1236.48,222.76,0.12,2025-03-24,UPI,5
CUST1354,East,Sports,Shoes,5,343.78,1718.9,292.96,0.2,2024-11-19,Cash,3
CUST1355,East,Beauty,Lipstick,4,79.22,316.88,76.48,0.16,2023-04-27,NetBanking,3
CUST1356,South,Beauty,Cream,8,498.75,3990.0,458.28,0.08,2025-05-07,UPI,5
CUST1357,Central,Furniture,Sofa,4,344.73,1378.92,288.99,0.18,2025-09-01,Cash,5
CUST1358,East,Furniture,Table,5,53.31,266.55,21.85,0.15,2024-06-13,Card,3
CUST1359,North,Furniture,Sofa,4,373.38,1493.52,189.34,0.07,2024-11-09,Cash,4
CUST1360,North,Grocery,Rice,10,292.25,2922.5,599.59,0.18,2025-08-25,UPI,4
CUST1361,Central,Clothing,Shoes,1,436.07,436.07,38.24,0.07,2024-02-15,NetBanking,2
CUST1362,East,Beauty,Perfume,2,246.35,492.7,102.36,0.06,2023-12-29,UPI,1
CUST1363,West,Clothing,Jeans,3,290.26,870.78,78.03,0.03,2023-06-30,NetBanking,4
CUST1364,West,Grocery,Spices,7,7.31,51.17,9.39,0.19,2025-02-03,Cash,5
CUST1365,South,Electronics,Mobile,4,117.0,468.0,126.01,0.03,2024-10-01,NetBanking,5
CUST1366,Central,Clothing,Jeans,2,412.8,825.6,102.83,0.09,2024-08-18,Cash,4
CUST1367,South,Clothing,Shoes,6,376.31,2257.86,205.96,0.0,2025-04-06,Card,2
CUST1368,South,Beauty,Cream,10,254.79,2547.9,205.85,0.08,2023-03-18,Cash,5
CUST1369,Central,Electronics,Mobile,2,328.52,657.04,36.09,0.08,2023-08-26,NetBanking,1
CUST1370,Central,Clothing,Shoes,3,106.72,320.16,70.89,0.06,2023-01-20,UPI,5
CUST1371,East,Sports,Tennis Racket,7,416.17,2913.19,222.07,0.06,2023-08-30,UPI,4
CUST1372,South,Sports,Tennis Racket,5,416.59,2082.95,610.89,0.14,2025-01-03,Cash,2
CUST1373,North,Sports,Jersey,4,345.66,1382.64,235.28,0.0,2024-04-25,UPI,1
CUST1374,Central,Beauty,Facewash,3,474.98,1424.94,348.94,0.14,2023-06-03,UPI,3
CUST1375,South,Grocery,Snacks,5,234.82,1174.1,88.0,0.17,2023-12-24,Cash,3
CUST1376,East,Grocery,Rice,2,426.37,852.74,232.43,0.17,2023-01-20,Card,3
CUST1377,East,Grocery,Snacks,2,189.45,378.9,51.41,0.08,2023-08-22,NetBanking,3
CUST1378,West,Beauty,Facewash,7,326.18,2283.26,569.05,0.03,2023-08-20,UPI,2
CUST1379,North,Grocery,Spices,10,340.8,3408.0,324.83,0.16,2025-02-16,UPI,2
CUST1380,West,Grocery,Rice,7,223.14,1561.98,102.83,0.0,2024-10-05,Card,3
CUST1381,Central,Sports,Football,7,332.55,2327.85,261.05,0.13,2024-12-09,NetBanking,2
CUST1382,Central,Sports,Football,1,323.48,323.48,28.86,0.17,2025-08-19,Card,1
CUST1383,West,Clothing,Jeans,6,485.22,2911.32,182.21,0.11,2024-04-01,NetBanking,4
CUST1384,South,Electronics,Camera,8,401.62,3212.96,520.58,0.09,2025-10-17,UPI,4
CUST1385,North,Electronics,Camera,7,22.74,159.18,29.81,0.16,2023-07-06,Cash,5
CUST1386,Central,Furniture,Cupboard,6,184.85,1109.1,70.5,0.17,2024-04-01,Cash,5
CUST1387,Central,Sports,Jersey,6,359.38,2156.28,169.28,0.0,2024-03-30,Cash,3
CUST1388,Central,Sports,Shoes,2,27.66,55.32,5.04,0.16,2023-10-15,NetBanking,1
CUST1389,East,Sports,Tennis Racket,4,64.77,259.08,68.15,0.09,2024-03-17,Card,3
CUST1390,North,Grocery,Rice,10,65.99,659.9,180.11,0.13,2025-07-25,Card,4
CUST1391,North,Sports,Football,9,467.98,4211.82,1093.83,0.18,2025-09-16,Card,5
CUST1392,South,Beauty,Perfume,2,196.77,393.54,78.76,0.1,2024-10-21,NetBanking,4
CUST1393,Central,Beauty,Perfume,5,201.95,1009.75,137.04,0.09,2024-08-25,Card,2
CUST1394,West,Sports,Shoes,9,431.05,3879.45,884.39,0.04,2024-03-21,Cash,3
CUST1395,South,Beauty,Perfume,9,273.53,2461.77,515.05,0.15,2023-08-25,NetBanking,5
CUST1396,Central,Beauty,Facewash,9,146.53,1318.77,345.29,0.1,2023-01-27,UPI,4
CUST1397,South,Electronics,Mobile,4,137.15,548.6,135.17,0.14,2024-08-09,Card,1
CUST1398,East,Furniture,Chair,6,407.94,2447.64,185.09,0.15,2024-04-04,NetBanking,2
CUST1399,Central,Beauty,Lipstick,1,463.61,463.61,68.1,0.19,2024-10-02,UPI,1
CUST1400,East,Furniture,Cupboard,4,456.19,1824.76,412.68,0.15,2025-01-23,Card,2
CUST1401,East,Grocery,Oil,2,97.55,195.1,18.23,0.02,2025-11-18,UPI,4
CUST1402,East,Sports,Shoes,3,84.66,253.98,66.42,0.07,2023-01-12,Card,1
CUST1403,South,Clothing,T-Shirt,10,422.35,4223.5,529.16,0.01,2025-01-03,Cash,5
CUST1404,South,Furniture,Chair,9,83.89,755.01,140.26,0.02,2025-04-06,Card,2
CUST1405,East,Clothing,Jacket,5,113.13,565.65,134.72,0.2,2025-08-30,UPI,1
CUST1406,East,Grocery,Oil,10,459.71,4597.1,510.08,0.14,2023-03-23,Cash,4
CUST1407,North,Grocery,Snacks,9,363.37,3270.33,183.72,0.16,2025-11-24,Cash,5
CUST1408,Central,Grocery,Spices,1,151.73,151.73,32.3,0.1,2024-10-18,UPI,2
CUST1409,Central,Sports,Football,2,109.34,218.68,45.35,0.17,2024-03-12,NetBanking,1
CUST1410,South,Sports,Jersey,2,374.71,749.42,66.28,0.14,2025-07-29,UPI,1
CUST1411,North,Electronics,Laptop,5,281.25,1406.25,272.45,0.18,2024-04-11,NetBanking,4
CUST1412,West,Beauty,Facewash,7,161.62,1131.34,166.73,0.11,2023-08-31,UPI,5
CUST1413,North,Beauty,Cream,6,464.38,2786.28,213.24,0.12,2024-09-09,Cash,4
CUST1414,West,Grocery,Rice,8,82.38,659.04,69.18,0.16,2025-03-11,Cash,2
CUST1415,East,Beauty,Lipstick,1,278.99,278.99,52.66,0.01,2023-09-10,NetBanking,5
CUST1416,Central,Electronics,Headphones,4,375.41,1501.64,414.28,0.04,2024-12-05,Card,2
CUST1417,South,Furniture,Sofa,4,61.74,246.96,53.77,0.17,2023-04-22,NetBanking,5
CUST1418,North,Clothing,T-Shirt,5,53.61,268.05,62.03,0.19,2025-09-24,Cash,2
CUST1419,South,Electronics,Headphones,10,39.56,395.6,38.92,0.09,2025-09-22,Cash,5
CUST1420,South,Sports,Shoes,6,479.54,2877.24,265.17,0.05,2024-10-03,Card,4
CUST1421,East,Clothing,Jeans,6,439.55,2637.3,437.03,0.15,2025-01-04,NetBanking,5
CUST1422,North,Furniture,Chair,5,430.06,2150.3,182.78,0.05,2024-02-07,UPI,1
CUST1423,North,Sports,Football,10,291.56,2915.6,706.45,0.18,2024-03-11,Cash,5
CUST1424,Central,Grocery,Oil,6,199.29,1195.74,326.27,0.03,2024-08-18,UPI,4
CUST1425,East,Sports,Football,4,424.75,1699.0,427.53,0.15,2023-12-06,Card,4
CUST1426,South,Furniture,Table,8,469.89,3759.12,225.94,0.05,2025-09-25,Cash,3
CUST1427,South,Electronics,Laptop,9,454.32,4088.88,573.72,0.18,2025-08-19,UPI,1
CUST1428,East,Electronics,Headphones,5,291.42,1457.1,280.55,0.13,2025-02-10,Cash,5
CUST1429,North,Sports,Shoes,7,486.47,3405.29,360.02,0.07,2025-04-11,Cash,4
CUST1430,West,Sports,Football,9,441.61,3974.49,635.82,0.02,2024-04-16,Cash,2
CUST1431,South,Furniture,Table,6,303.0,1818.0,462.21,0.08,2024-04-16,Cash,1
CUST1432,West,Beauty,Facewash,8,109.3,874.4,78.97,0.0,2025-04-21,UPI,2
CUST1433,Central,Sports,Tennis Racket,3,316.62,949.86,56.8,0.01,2023-10-28,Cash,2
CUST1434,Central,Grocery,Rice,5,473.89,2369.45,246.77,0.17,2025-08-23,Card,2
CUST1435,West,Sports,Tennis Racket,10,411.12,4111.2,392.5,0.05,2025-11-12,Cash,4
CUST1436,Central,Sports,Football,4,192.21,768.84,63.85,0.04,2023-02-03,NetBanking,2
CUST1437,Central,Electronics,Laptop,8,451.3,3610.4,721.91,0.15,2025-10-27,UPI,4
CUST1438,South,Sports,Football,7,263.41,1843.87,262.93,0.14,2023-03-30,NetBanking,2
CUST1439,West,Grocery,Snacks,10,403.29,4032.9,1116.97,0.09,2023-07-20,Cash,4
CUST1440,South,Electronics,Headphones,10,439.0,4390.0,667.99,0.0,2024-01-23,UPI,5
CUST1441,Central,Electronics,Mobile,7,329.0,2303.0,511.13,0.08,2024-10-08,UPI,2
CUST1442,West,Beauty,Lipstick,5,428.21,2141.05,333.77,0.12,2025-01-18,NetBanking,2
CUST1443,West,Sports,Jersey,3,188.26,564.78,106.59,0.2,2024-06-03,Cash,4
CUST1444,South,Beauty,Cream,4,226.06,904.24,203.3,0.02,2023-11-28,NetBanking,3
CUST1445,Central,Sports,Football,3,197.61,592.83,123.88,0.16,2023-07-06,NetBanking,5
CUST1446,West,Electronics,Mobile,5,114.78,573.9,40.18,0.14,2023-03-19,NetBanking,5
CUST1447,Central,Clothing,T-Shirt,3,321.94,965.82,154.28,0.17,2024-02-18,Cash,2
CUST1448,North,Sports,Tennis Racket,10,88.89,888.9,52.46,0.13,2024-05-04,Card,1
CUST1449,East,Grocery,Snacks,7,205.7,1439.9,144.1,0.15,2023-02-01,UPI,1
CUST1450,Central,Clothing,Jacket,6,481.83,2890.98,344.39,0.09,2024-02-03,NetBanking,5
CUST1451,North,Clothing,Jeans,7,255.59,1789.13,339.32,0.06,2025-10-27,UPI,5
CUST1452,East,Sports,Shoes,8,483.2,3865.6,737.53,0.15,2024-05-13,NetBanking,4
CUST1453,Central,Electronics,Camera,2,132.62,265.24,38.64,0.14,2024-03-27,Card,3
CUST1454,West,Clothing,T-Shirt,5,127.89,639.45,46.84,0.02,2024-12-01,Card,4
CUST1455,East,Clothing,Jeans,10,138.19,1381.9,396.3,0.1,2024-01-25,Card,2
CUST1456,South,Clothing,Jeans,4,105.37,421.48,47.38,0.03,2024-12-30,UPI,1
CUST1457,North,Beauty,Facewash,10,8.28,82.8,21.88,0.17,2023-03-28,Cash,5
CUST1458,East,Grocery,Snacks,8,95.52,764.16,184.21,0.06,2025-11-12,Card,5
CUST1459,South,Electronics,Camera,8,470.13,3761.04,218.67,0.08,2024-12-12,Card,4
CUST1460,North,Beauty,Facewash,6,346.16,2076.96,109.99,0.08,2024-03-07,UPI,3
CUST1461,East,Sports,Shoes,3,276.54,829.62,90.66,0.19,2025-08-23,Cash,3
CUST1462,South,Grocery,Spices,4,212.45,849.8,202.29,0.17,2025-01-17,Cash,4
CUST1463,South,Sports,Tennis Racket,10,344.58,3445.8,873.67,0.16,2024-07-06,NetBanking,4
CUST1464,South,Furniture,Table,8,403.81,3230.48,304.16,0.03,2025-10-20,Cash,4
CUST1465,East,Clothing,T-Shirt,7,53.99,377.93,34.33,0.16,2024-03-17,NetBanking,1
CUST1466,West,Beauty,Lipstick,5,183.68,918.4,174.58,0.07,2024-06-11,NetBanking,1
CUST1467,East,Beauty,Perfume,10,290.07,2900.7,615.77,0.2,2023-12-24,Cash,3
CUST1468,East,Beauty,Facewash,8,445.37,3562.96,517.58,0.09,2024-08-09,Card,2
CUST1469,East,Grocery,Spices,2,44.16,88.32,12.0,0.06,2024-10-04,Cash,3
CUST1470,Central,Beauty,Facewash,5,444.41,2222.05,544.94,0.15,2025-01-13,NetBanking,4
CUST1471,South,Furniture,Chair,3,365.25,1095.75,236.14,0.04,2023-06-13,NetBanking,1
CUST1472,North,Electronics,Camera,9,31.64,284.76,69.12,0.02,2023-06-20,Card,1
CUST1473,West,Clothing,Jeans,4,370.11,1480.44,238.04,0.03,2023-09-16,Card,1
CUST1474,North,Beauty,Lipstick,6,432.8,2596.8,433.14,0.11,2024-07-11,Card,5
CUST1475,South,Sports,Jersey,10,220.31,2203.1,462.53,0.18,2024-09-26,NetBanking,5
CUST1476,South,Electronics,Camera,5,186.06,930.3,106.94,0.0,2024-09-13,Card,3
CUST1477,East,Grocery,Rice,8,473.74,3789.92,641.51,0.15,2023-01-19,Cash,5
CUST1478,South,Electronics,Headphones,4,208.81,835.24,158.81,0.05,2025-03-19,NetBanking,4
CUST1479,South,Clothing,T-Shirt,7,314.53,2201.71,394.44,0.06,2024-07-10,Cash,4
CUST1480,South,Electronics,Laptop,3,148.35,445.05,93.11,0.05,2025-07-16,NetBanking,2
CUST1481,East,Electronics,Laptop,1,485.01,485.01,26.93,0.06,2023-07-29,Card,4
CUST1482,North,Furniture,Chair,3,12.29,36.87,3.85,0.06,2025-05-10,NetBanking,3
CUST1483,West,Beauty,Cream,6,44.71,268.26,63.75,0.01,2023-10-27,NetBanking,1
CUST1484,Central,Grocery,Oil,4,448.37,1793.48,201.8,0.17,2025-02-20,UPI,2
CUST1485,West,Grocery,Oil,1,103.59,103.59,24.22,0.1,2023-07-12,Card,4
CUST1486,West,Beauty,Lipstick,6,83.51,501.06,116.28,0.05,2023-09-08,Cash,2
CUST1487,East,Electronics,Laptop,2,121.8,243.6,38.62,0.03,2023-01-31,Cash,5
CUST1488,North,Grocery,Oil,1,484.57,484.57,94.62,0.14,2025-08-31,Card,3
CUST1489,North,Furniture,Table,8,50.24,401.92,82.26,0.01,2023-05-03,Card,5
CUST1490,North,Furniture,Cupboard,4,161.79,647.16,122.69,0.16,2024-12-12,NetBanking,2
CUST1491,North,Beauty,Facewash,6,363.58,2181.48,245.8,0.1,2023-03-22,NetBanking,5
CUST1492,East,Sports,Jersey,4,285.52,1142.08,212.32,0.15,2024-10-24,Cash,5
CUST1493,Central,Furniture,Chair,9,81.74,735.66,91.16,0.11,2024-06-23,NetBanking,1
CUST1494,Central,Grocery,Oil,1,311.77,311.77,43.97,0.06,2024-05-04,UPI,5
CUST1495,West,Furniture,Cupboard,9,81.3,731.7,88.38,0.13,2025-04-19,UPI,1
CUST1496,Central,Beauty,Cream,1,418.42,418.42,34.5,0.04,2023-03-06,NetBanking,2
CUST1497,North,Electronics,Camera,8,265.28,2122.24,478.2,0.01,2024-06-08,Card,5
CUST1498,North,Electronics,Laptop,8,464.56,3716.48,958.92,0.16,2025-08-16,UPI,3
CUST1499,Central,Beauty,Facewash,6,398.15,2388.9,154.26,0.11,2024-06-28,UPI,3
