customer_id,age,gender,city,membership,total_orders,avg_order_value,preferred_cuisine,payment_method,last_order_days_ago,customer_rating
1349,41,Female,Pune,None,150,346.06,Fast Food,Cash on Delivery,42,3.8
1350,30,Male,Delhi,None,32,248.74,Italian,Cash on Delivery,24,4.6
1351,24,Female,Kolkata,Gold,161,524.5,Fast Food,Wallet,38,5.0
1352,53,Male,Delhi,Gold,16,945.36,North Indian,Debit Card,48,4.7
1353,37,Female,Hyderabad,Gold,38,440.26,Fast Food,Debit Card,59,3.4
1354,18,Female,Delhi,None,142,477.97,Italian,UPI,27,3.0
1355,25,Male,Delhi,None,36,824.81,Desserts,Debit Card,32,3.7
1356,33,Female,Hyderabad,Gold,151,355.63,Chinese,Credit Card,53,4.4
1357,31,Male,Chennai,None,114,1091.81,Chinese,UPI,36,3.7
1358,29,Male,Chennai,None,66,696.2,Fast Food,Credit Card,8,3.7
1359,40,Male,Hyderabad,None,105,619.98,South Indian,Wallet,17,4.6
1360,32,Male,Kolkata,None,85,735.71,Chinese,Cash on Delivery,55,3.4
1361,45,Female,Pune,None,2,324.34,Desserts,Wallet,58,4.6
1362,51,Female,Delhi,None,193,794.15,Fast Food,Cash on Delivery,20,3.5
1363,19,Female,Kolkata,Gold,75,531.26,Italian,Wallet,1,3.3
1364,49,Male,Delhi,Gold,67,1092.05,Desserts,Debit Card,57,3.6
1365,40,Female,Pune,Pro,180,327.3,Fast Food,Credit Card,42,4.4
1366,39,Male,Chennai,None,190,682.4,Desserts,Cash on Delivery,58,2.8
1367,42,Female,Kolkata,None,151,778.02,Chinese,UPI,59,3.0
1368,39,Female,Bangalore,None,154,185.05,Italian,Credit Card,37,4.9
1369,39,Female,Bangalore,Gold,196,531.88,Fast Food,UPI,57,2.9
1370,59,Male,Bangalore,Gold,55,919.27,North Indian,Credit Card,39,3.9
1371,23,Female,Chennai,None,6,1011.4,Italian,Credit Card,35,3.9
1372,32,Female,Chennai,Pro,163,478.82,North Indian,Wallet,49,3.7
1373,54,Male,Pune,None,150,988.52,Desserts,Cash on Delivery,59,4.1
1374,50,Female,Delhi,Gold,171,1166.14,South Indian,Cash on Delivery,42,3.1
1375,25,Male,Pune,Gold,143,1049.72,Italian,Credit Card,36,3.9
1376,22,Female,Pune,Pro,86,273.53,Desserts,Debit Card,14,3.4
1377,56,Male,Chennai,Gold,60,926.72,North Indian,Debit Card,27,4.2
1378,21,Male,Bangalore,Pro,101,485.65,Chinese,UPI,17,2.9
1379,23,Female,Mumbai,None,12,1187.84,Chinese,UPI,33,3.9
1380,49,Male,Delhi,Pro,49,659.63,South Indian,Wallet,21,3.0
1381,47,Male,Chennai,None,42,278.56,Italian,Credit Card,10,3.2
1382,52,Male,Bangalore,Pro,166,911.44,Italian,UPI,57,3.0
1383,57,Male,Kolkata,Gold,82,489.16,Italian,UPI,56,3.0
1384,33,Male,Mumbai,Pro,173,1196.93,Desserts,Credit Card,12,4.6
1385,30,Male,Mumbai,None,35,1178.77,South Indian,Wallet,3,3.2
1386,59,Female,Chennai,Gold,158,838.94,Italian,UPI,21,4.8
1387,47,Male,Hyderabad,Gold,158,286.32,Desserts,Wallet,6,4.9
1388,36,Male,Delhi,Gold,134,871.2,Chinese,Cash on Delivery,42,3.9
1389,34,Female,Mumbai,None,67,247.68,North Indian,Wallet,53,2.9
1390,36,Female,Chennai,None,80,180.83,Desserts,Debit Card,23,3.4
1391,45,Female,Chennai,None,7,1014.11,Chinese,Debit Card,3,4.5
1392,43,Female,Bangalore,None,180,370.24,Chinese,Wallet,27,3.4
1393,54,Female,Kolkata,Pro,14,547.98,North Indian,Debit Card,14,2.7
1394,43,Female,Hyderabad,None,73,1172.13,Chinese,Cash on Delivery,0,3.9
1395,40,Female,Delhi,Pro,143,503.68,South Indian,Credit Card,54,4.6
1396,26,Male,Pune,None,149,461.31,North Indian,Debit Card,2,4.5
1397,29,Male,Kolkata,None,163,1114.12,Chinese,Debit Card,13,2.9
1398,18,Female,Kolkata,Gold,66,266.29,Fast Food,Wallet,37,4.2
1399,18,Male,Bangalore,Gold,91,947.56,Desserts,Cash on Delivery,49,3.1
1400,51,Male,Mumbai,None,130,1187.47,Chinese,Credit Card,56,3.0
1401,49,Male,Mumbai,Gold,163,1096.36,South Indian,Wallet,0,4.7
1402,42,Female,Bangalore,Gold,20,834.25,Italian,Wallet,37,3.1
1403,57,Female,Chennai,None,10,479.76,Chinese,Cash on Delivery,37,3.2
1404,18,Male,Mumbai,Pro,25,417.04,Italian,Credit Card,20,2.5
1405,33,Female,Hyderabad,Pro,194,1010.22,Fast Food,Cash on Delivery,47,4.7
1406,56,Male,Delhi,Gold,25,1073.81,Chinese,Credit Card,28,4.5
1407,22,Male,Kolkata,None,54,701.71,North Indian,Cash on Delivery,4,4.1
1408,39,Male,Kolkata,Gold,33,406.56,Italian,Wallet,48,4.4
1409,46,Male,Hyderabad,None,164,268.59,Fast Food,Wallet,9,2.9
1410,20,Female,Mumbai,None,95,241.54,North Indian,UPI,27,3.6
1411,29,Female,Kolkata,None,14,905.03,North Indian,Debit Card,20,3.4
1412,43,Female,Pune,None,65,591.12,North Indian,Cash on Delivery,49,2.7
1413,33,Male,Delhi,Pro,110,1100.63,North Indian,UPI,6,3.7
1414,54,Female,Delhi,Gold,80,926.65,Chinese,Debit Card,2,4.8
1415,39,Male,Kolkata,Gold,54,350.82,Desserts,Cash on Delivery,44,2.6
1416,46,Female,Bangalore,None,125,794.47,Chinese,Credit Card,46,3.2
1417,31,Male,Kolkata,None,180,607.28,Chinese,Debit Card,19,3.0
1418,45,Male,Bangalore,None,131,756.11,Fast Food,Wallet,18,3.1
1419,22,Male,Kolkata,Pro,169,924.97,Fast Food,UPI,34,4.8
1420,47,Female,Pune,None,134,996.51,Desserts,Debit Card,3,3.7
1421,22,Female,Chennai,Pro,25,1035.92,Fast Food,Debit Card,4,3.7
1422,29,Female,Delhi,Gold,141,416.67,South Indian,Wallet,0,4.4
1423,33,Female,Kolkata,None,117,182.67,Desserts,Cash on Delivery,3,2.9
1424,43,Male,Pune,Gold,136,926.26,Fast Food,Credit Card,11,3.7
1425,43,Female,Bangalore,None,149,261.66,Desserts,Wallet,59,3.6
1426,38,Female,Bangalore,Pro,196,480.67,Chinese,Credit Card,26,4.0
1427,56,Male,Delhi,Pro,25,154.01,Chinese,Cash on Delivery,55,5.0
1428,53,Male,Hyderabad,None,79,865.75,Desserts,Debit Card,41,4.4
1429,50,Male,Kolkata,None,68,325.49,South Indian,Credit Card,22,3.5
1430,47,Female,Mumbai,Gold,173,838.05,South Indian,UPI,24,4.6
1431,54,Male,Bangalore,Pro,188,1191.33,Desserts,UPI,20,2.9
1432,40,Male,Chennai,None,12,226.3,Fast Food,Wallet,57,2.6
1433,27,Male,Chennai,Gold,32,230.93,Italian,Cash on Delivery,51,3.0
1434,22,Female,Bangalore,Gold,128,507.4,South Indian,Wallet,23,3.4
1435,53,Male,Hyderabad,Gold,96,1059.71,North Indian,Wallet,24,3.8
1436,51,Female,Hyderabad,None,92,376.31,Chinese,Wallet,44,4.0
1437,48,Female,Pune,Gold,141,528.4,Desserts,UPI,54,4.8
1438,27,Male,Chennai,Pro,31,221.93,North Indian,UPI,45,3.8
1439,36,Male,Pune,None,78,951.31,Desserts,Wallet,31,3.8
1440,49,Female,Chennai,None,20,578.72,Chinese,UPI,54,2.6
1441,18,Male,Kolkata,Pro,146,947.21,Chinese,Cash on Delivery,31,2.6
1442,22,Male,Kolkata,None,60,1098.79,South Indian,Wallet,4,3.9
1443,21,Female,Mumbai,Pro,191,394.4,South Indian,UPI,35,3.6
1444,33,Female,Kolkata,None,134,997.77,North Indian,Credit Card,45,4.6
1445,41,Male,Mumbai,None,160,212.05,Desserts,Wallet,41,2.9
1446,33,Female,Kolkata,Pro,93,1093.79,Chinese,Wallet,48,2.6
1447,19,Male,Delhi,None,43,833.31,North Indian,Cash on Delivery,41,3.6
1448,45,Male,Kolkata,Gold,130,1067.94,Italian,Debit Card,57,3.1
1449,49,Male,Pune,None,60,150.2,North Indian,Debit Card,38,2.6
1450,44,Female,Bangalore,Gold,151,327.54,Fast Food,Cash on Delivery,15,4.3
1451,37,Male,Pune,None,31,559.25,North Indian,Cash on Delivery,32,2.8
1452,41,Male,Bangalore,None,5,548.48,Fast Food,Cash on Delivery,48,4.0
1453,29,Male,Hyderabad,Pro,162,388.07,Fast Food,Debit Card,20,3.2
1454,52,Female,Pune,None,10,550.69,Fast Food,Cash on Delivery,8,2.9
1455,50,Female,Hyderabad,Gold,89,285.29,Italian,UPI,5,3.4
1456,50,Female,Mumbai,None,130,583.4,North Indian,Wallet,50,4.5
1457,54,Female,Mumbai,Gold,126,992.47,North Indian,Wallet,44,3.5
1458,29,Female,Delhi,None,11,653.02,Italian,Credit Card,34,4.4
1459,20,Male,Kolkata,Pro,178,168.9,Chinese,Credit Card,38,2.8
1460,18,Female,Pune,None,159,592.52,South Indian,Wallet,21,4.4
1461,50,Female,Hyderabad,None,56,178.53,North Indian,UPI,40,3.1
1462,57,Female,Bangalore,None,83,1164.56,South Indian,Debit Card,53,4.2
1463,27,Male,Mumbai,None,137,283.83,Desserts,Debit Card,4,3.9
1464,46,Female,Kolkata,Gold,99,893.07,Desserts,UPI,41,4.8
1465,30,Female,Mumbai,None,149,1171.42,Italian,Debit Card,22,3.5
1466,29,Male,Bangalore,Pro,73,1017.34,Desserts,Cash on Delivery,16,2.7
1467,48,Female,Kolkata,None,156,884.28,Desserts,Wallet,11,2.5
1468,19,Male,Kolkata,None,190,1031.43,Chinese,Wallet,22,4.6
1469,52,Male,Hyderabad,Gold,115,1180.89,Chinese,UPI,15,3.8
1470,40,Male,Hyderabad,Gold,7,802.41,Chinese,Debit Card,2,4.4
1471,34,Male,Pune,None,80,737.14,Desserts,Credit Card,29,3.1
1472,43,Male,Pune,None,144,809.65,Italian,Credit Card,56,3.4
1473,25,Female,Chennai,None,97,709.31,Fast Food,Debit Card,21,2.6
1474,46,Male,Chennai,Gold,4,816.84,Fast Food,Credit Card,8,4.9
1475,43,Male,Delhi,Gold,4,622.33,South Indian,UPI,28,4.2
1476,27,Female,Mumbai,None,103,379.37,Fast Food,UPI,46,4.8
1477,43,Male,Pune,Pro,40,276.26,Fast Food,Debit Card,36,3.2
1478,51,Female,Hyderabad,Pro,17,221.76,Chinese,Credit Card,22,4.0
1479,58,Female,Bangalore,Gold,101,426.48,Chinese,UPI,12,4.2
1480,24,Female,Hyderabad,Pro,103,198.43,Desserts,UPI,31,3.3
1481,21,Male,Mumbai,None,124,745.53,South Indian,Cash on Delivery,45,4.6
1482,28,Male,Chennai,None,52,448.02,North Indian,Cash on Delivery,51,4.9
1483,46,Male,Hyderabad,None,52,1015.76,South Indian,UPI,46,4.7
1484,53,Female,Delhi,None,164,227.95,South Indian,Debit Card,47,4.3
1485,42,Male,Mumbai,Gold,124,387.67,Italian,Wallet,22,3.2
1486,38,Male,Chennai,Pro,166,916.76,Desserts,Wallet,44,3.2
1487,53,Male,Bangalore,None,178,778.75,Italian,UPI,16,4.9
1488,27,Female,Chennai,None,63,217.72,South Indian,UPI,54,2.5
1489,54,Female,Kolkata,None,116,1071.1,South Indian,UPI,39,4.3
1490,26,Male,Delhi,Pro,191,1071.12,South Indian,Debit Card,20,4.3
1491,41,Male,Mumbai,None,62,496.93,Fast Food,Cash on Delivery,1,4.1
1492,52,Male,Bangalore,Gold,7,507.43,Italian,UPI,36,5.0
1493,52,Male,Delhi,None,155,1188.48,South Indian,UPI,5,3.3
1494,53,Female,Chennai,None,92,807.48,Chinese,Credit Card,43,3.3
1495,35,Female,Delhi,Pro,14,707.88,Desserts,Debit Card,17,2.7
1496,56,Female,Mumbai,Pro,199,1030.06,Desserts,UPI,29,3.6
1497,49,Female,Pune,None,86,449.55,Chinese,Credit Card,21,3.2
1498,41,Male,Delhi,Pro,133,600.64,Desserts,Wallet,53,3.4
1499,40,Male,Kolkata,Gold,183,431.17,Fast Food,UPI,32,4.6
1500,49,Male,Delhi,Pro,130,978.62,Fast Food,UPI,29,4.8
