TicketID,CreatedDate,Priority,Category,Subcategory,AffectedSystem,Location,AssignedTo,Status,ChangeRequest,KB_Article,ResolvedDate,ResolutionTimeHours,SLA_Breach,Impact,Customer,DowntimeMinutes,RootCause,Comments,Cost(USD),Week_Start_Date,Month,Year
TKT0124,2025-06-01 14:15:13,Medium,Network,Switch,API-Gateway,Remote,Team-DBA,Open,No,KB-0061,,,Yes,Low,Internal,0,Human Error,,7.72,2025-05-26,2025-06,2025
TKT0125,2025-03-17 04:56:16,Medium,Storage,NAS,Email,Mumbai,Karan L.,Resolved,No,KB-0047,2025-03-20 21:16:51,88.34,Yes,Low,External,0,Power Outage,,0.0,2025-03-17,2025-03,2025
TKT0126,2025-07-17 08:52:39,Medium,Network,Router,Payments,Kolkata,Pooja R.,Open,No,KB-0047,,,Yes,High,Internal,9,Unknown,,1380.13,2025-07-14,2025-07,2025
TKT0127,2025-02-15 16:02:02,Critical,Cloud,Autoscale,Analytics,Remote,Amit M.,In Progress,No,KB-0042,,,Yes,High,Partner,4,Capacity,,1583.89,2025-02-10,2025-02,2025
TKT0128,2025-02-06 19:47:53,Medium,Application,Upgrade,Analytics,Delhi,Isha T.,Open,No,KB-0087,,,Yes,Low,Partner,0,Third-party,,327.21,2025-02-03,2025-02,2025
TKT0129,2025-10-06 00:38:30,Medium,Cloud,IAM,Web-Frontend,Mumbai,Team-DBA,Resolved,No,KB-0093,2025-10-07 07:05:37,30.45,Yes,High,Internal,2,Code Bug,,1271.74,2025-10-06,2025-10,2025
TKT0130,2024-02-02 18:44:07,High,Security,Access,Search,Bengaluru,Karan L.,In Progress,No,KB-0100,,,Yes,Medium,Partner,7,Config Change,,717.46,2024-01-29,2024-02,2024
TKT0131,2024-05-21 16:13:35,Medium,Cloud,Autoscale,Search,Chennai,Amit M.,Resolved,No,KB-0070,2024-05-21 23:06:44,6.89,No,High,External,8,Third-party,,1082.6,2024-05-20,2024-05,2024
TKT0132,2025-09-16 15:12:15,Medium,Application,Deployment,API-Gateway,Delhi,Neha P.,In Progress,No,KB-0062,,,Yes,Low,External,0,Third-party,,484.47,2025-09-15,2025-09,2025
TKT0133,2024-10-21 03:36:43,Medium,Security,Access,Data-Warehouse,Delhi,Ravi K.,Resolved,No,KB-0045,2024-10-21 06:29:29,2.88,No,Medium,External,7,Power Outage,,954.89,2024-10-21,2024-10,2024
TKT0134,2024-08-07 06:52:34,Medium,Hardware,CPU,API-Gateway,Bengaluru,Priya S.,In Progress,No,KB-0032,,,Yes,Low,External,1,Code Bug,,401.02,2024-08-05,2024-08,2024
TKT0135,2025-10-15 07:03:06,Medium,Cloud,Autoscale,Payments,Bengaluru,Ravi K.,Closed,No,KB-0021,2025-10-16 16:06:37,33.06,Yes,High,Partner,3,Power Outage,,777.85,2025-10-13,2025-10,2025
TKT0136,2025-10-28 06:48:18,Medium,Cloud,Provisioning,Payments,Hyderabad,Team-NetOps,In Progress,No,KB-0005,,,Yes,High,Internal,7,Hardware Failure,,1188.65,2025-10-27,2025-10,2025
TKT0137,2024-06-29 01:53:25,Low,Database,Replication,API-Gateway,Mumbai,Ravi K.,Resolved,No,KB-0043,2024-06-29 13:26:00,11.54,No,Critical,External,7,Unknown,,898.58,2024-06-24,2024-06,2024
TKT0138,2025-05-20 04:54:32,Medium,Database,Performance,Email,Bengaluru,Isha T.,In Progress,No,KB-0002,,,Yes,Medium,Partner,9,Code Bug,,223.46,2025-05-19,2025-05,2025
TKT0139,2024-06-28 19:54:40,Low,Storage,NAS,Email,Pune,Karan L.,In Progress,No,KB-0018,,,Yes,Medium,Internal,7,Config Change,,1469.35,2024-06-24,2024-06,2024
TKT0140,2024-09-24 12:15:28,Low,Application,Bug,Auth-Service,Delhi,Pooja R.,In Progress,Yes,KB-0016,,,Yes,Medium,Internal,3,Hardware Failure,,461.98,2024-09-23,2024-09,2024
TKT0141,2025-05-29 22:49:19,Medium,Cloud,Autoscale,Email,Hyderabad,Neha P.,Closed,No,KB-0059,2025-05-29 23:19:19,0.5,No,Medium,Partner,6,Unknown,,0.0,2025-05-26,2025-05,2025
TKT0142,2025-04-27 17:51:42,Low,Storage,SAN,Payments,Remote,Team-NetOps,In Progress,Yes,KB-0073,,,Yes,Low,External,1,Unknown,,69.63,2025-04-21,2025-04,2025
TKT0143,2024-07-26 18:34:09,High,Storage,Snapshot,Analytics,Pune,Neha P.,In Progress,No,KB-0066,,,Yes,Medium,Internal,6,Power Outage,,65.56,2024-07-22,2024-07,2024
TKT0144,2024-05-15 16:26:29,Medium,Hardware,Power,API-Gateway,Mumbai,Karan L.,Resolved,Yes,KB-0028,2024-05-15 18:09:15,1.71,No,Low,Partner,2,Human Error,,0.0,2024-05-13,2024-05,2024
TKT0145,2025-07-08 01:59:57,High,Security,Vulnerability,API-Gateway,Kolkata,Amit M.,Open,No,KB-0094,,,Yes,Medium,Partner,4,Expired Cert,,1484.96,2025-07-07,2025-07,2025
TKT0146,2025-01-26 14:55:58,Low,Security,Vulnerability,Data-Warehouse,Chennai,Priya S.,Resolved,No,KB-0068,2025-01-26 18:50:51,3.91,No,Critical,Internal,6,Config Change,,446.45,2025-01-20,2025-01,2025
TKT0147,2024-11-01 14:43:46,Medium,Hardware,Power,Web-Frontend,Hyderabad,Isha T.,Resolved,No,KB-0093,2024-11-01 18:35:05,3.86,No,Low,External,2,Hardware Failure,,616.61,2024-10-28,2024-11,2024
TKT0148,2025-09-21 00:15:13,High,Hardware,Disk,Analytics,Mumbai,Neha P.,In Progress,No,KB-0030,,,Yes,Medium,Internal,2,Capacity,,0.0,2025-09-15,2025-09,2025
TKT0149,2025-05-30 09:14:52,Low,Hardware,Power,Email,Hyderabad,Saurabh D.,Open,No,KB-0067,,,Yes,Low,Partner,2,Third-party,,0.0,2025-05-26,2025-05,2025
TKT0150,2024-03-03 17:37:56,Medium,Database,Replication,Search,Remote,Ravi K.,Reopened,No,KB-0086,,,Yes,Low,External,1,Expired Cert,,0.0,2024-02-26,2024-03,2024
TKT0151,2025-03-02 13:09:19,Medium,Storage,Snapshot,Analytics,Hyderabad,Neha P.,Resolved,No,KB-0060,2025-03-02 15:15:57,2.11,No,Medium,Partner,4,Unknown,,606.93,2025-02-24,2025-03,2025
TKT0152,2025-06-26 04:24:15,Medium,Application,Upgrade,Payments,Remote,Pooja R.,Resolved,No,KB-0025,2025-06-27 17:34:20,37.17,Yes,Low,External,1,Config Change,,0.0,2025-06-23,2025-06,2025
TKT0153,2024-03-15 06:51:48,Medium,Cloud,IAM,Web-Frontend,Remote,Neha P.,Open,No,KB-0002,,,Yes,Low,Internal,1,Human Error,,496.55,2024-03-11,2024-03,2024
TKT0154,2025-05-05 07:44:38,Medium,Security,Vulnerability,Email,Delhi,Karan L.,Resolved,No,KB-0040,2025-05-05 08:14:38,0.5,No,Medium,Partner,2,Power Outage,,45.23,2025-05-05,2025-05,2025
TKT0155,2024-04-10 23:30:48,Low,Database,Backup,Email,Kolkata,Ravi K.,In Progress,No,KB-0019,,,Yes,Low,External,0,Hardware Failure,,0.0,2024-04-08,2024-04,2024
TKT0156,2024-10-29 04:12:21,High,Hardware,Disk,Analytics,Chennai,Saurabh D.,Open,No,KB-0093,,,Yes,Medium,Partner,6,Power Outage,,1082.34,2024-10-28,2024-10,2024
TKT0157,2024-06-21 23:50:22,High,Cloud,IAM,Analytics,Bengaluru,Team-NetOps,Reopened,No,KB-0068,,,Yes,Low,Internal,1,Config Change,,0.0,2024-06-17,2024-06,2024
TKT0158,2024-01-07 13:08:53,Medium,Network,Router,Auth-Service,Hyderabad,Team-NetOps,Resolved,Yes,KB-0082,2024-01-07 19:50:42,6.7,No,Medium,Partner,8,Power Outage,,1048.23,2024-01-01,2024-01,2024
TKT0159,2024-01-17 00:34:35,Medium,Network,Firewall,API-Gateway,Mumbai,Team-NetOps,Open,No,KB-0023,,,Yes,Low,Internal,0,Unknown,,1277.62,2024-01-15,2024-01,2024
TKT0160,2024-06-01 07:12:39,Medium,Storage,NAS,API-Gateway,Kolkata,Priya S.,Resolved,No,KB-0073,2024-06-01 12:56:14,5.73,No,Medium,Partner,5,Human Error,,536.13,2024-05-27,2024-06,2024
TKT0161,2025-10-31 20:48:02,High,Security,Access,Analytics,Mumbai,Ravi K.,In Progress,Yes,KB-0056,,,Yes,Medium,Partner,2,Human Error,,0.0,2025-10-27,2025-10,2025
TKT0162,2025-06-24 01:14:13,Low,Cloud,IAM,Analytics,Delhi,Ravi K.,Closed,No,KB-0036,2025-06-25 23:46:05,46.53,No,Medium,Internal,3,Capacity,,475.93,2025-06-23,2025-06,2025
TKT0163,2024-11-18 00:13:37,High,Storage,Snapshot,Search,Pune,Saurabh D.,Resolved,No,KB-0050,2024-11-18 01:10:08,0.94,No,Medium,Partner,8,Capacity,,0.0,2024-11-18,2024-11,2024
TKT0164,2024-03-21 16:47:22,High,Security,Vulnerability,Payments,Chennai,Team-DBA,Open,No,KB-0051,,,Yes,Critical,Partner,3,Config Change,,1013.05,2024-03-18,2024-03,2024
TKT0165,2025-10-11 08:50:28,Medium,Application,Upgrade,Search,Kolkata,Amit M.,In Progress,No,KB-0011,,,Yes,High,Partner,5,Code Bug,,525.3,2025-10-06,2025-10,2025
TKT0166,2024-03-16 02:17:09,Medium,Storage,Snapshot,Data-Warehouse,Kolkata,Pooja R.,Resolved,Yes,KB-0040,2024-03-16 23:12:26,20.92,No,High,Internal,3,Capacity,,2316.19,2024-03-11,2024-03,2024
TKT0167,2024-03-30 05:27:28,Medium,Hardware,Power,Payments,Mumbai,Priya S.,Resolved,Yes,KB-0077,2024-03-30 11:17:52,5.84,No,High,Internal,4,Third-party,,823.91,2024-03-25,2024-03,2024
TKT0168,2025-02-27 12:49:05,Medium,Hardware,Disk,Data-Warehouse,Kolkata,Amit M.,Resolved,No,KB-0064,2025-02-27 14:19:03,1.5,No,Low,Partner,1,Hardware Failure,,321.26,2025-02-24,2025-02,2025
TKT0169,2024-11-02 15:50:04,Medium,Database,Replication,Analytics,Hyderabad,Isha T.,Resolved,No,KB-0051,2024-11-03 14:13:20,22.39,No,Medium,Partner,7,Power Outage,,0.0,2024-10-28,2024-11,2024
TKT0170,2024-12-08 13:52:52,Low,Hardware,Disk,API-Gateway,Chennai,Team-DBA,Closed,No,KB-0041,2024-12-10 10:50:51,44.97,No,Low,Partner,3,Third-party,,86.88,2024-12-02,2024-12,2024
TKT0171,2025-10-10 15:36:50,High,Security,Access,Search,Chennai,Priya S.,Closed,No,KB-0070,2025-10-10 23:09:23,7.54,No,High,Internal,6,Power Outage,,1214.81,2025-10-06,2025-10,2025
TKT0172,2024-08-02 14:51:18,Low,Network,WAN,Analytics,Bengaluru,Saurabh D.,Resolved,No,KB-0092,2024-08-03 02:19:34,11.47,No,Low,Partner,2,Power Outage,,303.84,2024-07-29,2024-08,2024
TKT0173,2025-08-19 12:34:32,Low,Storage,Snapshot,Search,Mumbai,Pooja R.,In Progress,No,KB-0077,,,Yes,Medium,Internal,10,Human Error,,0.0,2025-08-18,2025-08,2025
TKT0174,2024-09-11 21:42:22,High,Hardware,Disk,Search,Chennai,Karan L.,Resolved,Yes,KB-0029,2024-09-11 22:31:42,0.82,No,Medium,External,4,Code Bug,,450.52,2024-09-09,2024-09,2024
TKT0175,2025-04-01 11:25:29,Low,Hardware,CPU,Data-Warehouse,Chennai,Ravi K.,Resolved,No,KB-0011,2025-04-02 09:14:28,21.82,No,High,Internal,7,Expired Cert,,1041.14,2025-03-31,2025-04,2025
TKT0176,2024-11-15 10:29:50,High,Security,Access,Analytics,Pune,Isha T.,In Progress,No,KB-0009,,,Yes,Low,External,3,Human Error,,732.74,2024-11-11,2024-11,2024
TKT0177,2024-01-24 10:41:06,Medium,Database,Replication,Web-Frontend,Bengaluru,Team-NetOps,Resolved,No,KB-0060,2024-01-25 14:40:10,27.98,Yes,Medium,Internal,9,Capacity,,49.82,2024-01-22,2024-01,2024
TKT0178,2025-10-17 21:27:25,Critical,Hardware,Disk,Analytics,Kolkata,Karan L.,Resolved,No,KB-0036,2025-10-17 22:32:25,1.08,No,High,Internal,2,Human Error,,597.61,2025-10-13,2025-10,2025
TKT0179,2025-07-03 05:23:20,High,Network,Firewall,Analytics,Chennai,Team-DBA,Resolved,No,KB-0015,2025-07-03 05:53:20,0.5,No,High,External,7,Capacity,,1492.16,2025-06-30,2025-07,2025
TKT0180,2024-10-31 19:37:05,Medium,Application,Deployment,Web-Frontend,Delhi,Priya S.,Resolved,No,KB-0066,2024-11-03 03:12:46,55.59,Yes,Medium,External,6,Hardware Failure,,93.01,2024-10-28,2024-10,2024
TKT0181,2025-03-09 05:31:40,Medium,Cloud,Provisioning,Data-Warehouse,Remote,Saurabh D.,Resolved,No,KB-0058,2025-03-09 23:29:44,17.97,No,High,Internal,3,Power Outage,,1277.69,2025-03-03,2025-03,2025
TKT0182,2024-05-19 06:52:24,Low,Hardware,CPU,Analytics,Kolkata,Isha T.,Resolved,No,KB-0063,2024-05-20 07:41:51,24.82,No,Medium,Internal,6,Third-party,,0.0,2024-05-13,2024-05,2024
TKT0183,2024-02-03 08:14:34,Medium,Storage,NAS,Analytics,Pune,Team-DBA,Resolved,No,KB-0047,2024-02-04 11:30:10,27.26,Yes,High,External,4,Power Outage,,2178.69,2024-01-29,2024-02,2024
TKT0184,2025-07-13 06:27:06,Medium,Cloud,Provisioning,API-Gateway,Mumbai,Isha T.,Resolved,No,KB-0012,2025-07-13 23:06:41,16.66,No,Critical,Internal,3,Code Bug,,1468.92,2025-07-07,2025-07,2025
TKT0185,2025-08-25 22:22:55,Medium,Cloud,Autoscale,Data-Warehouse,Bengaluru,Neha P.,Open,No,KB-0073,,,Yes,Low,Partner,5,Unknown,,111.53,2025-08-25,2025-08,2025
TKT0186,2024-06-21 10:45:18,Medium,Application,Upgrade,Payments,Bengaluru,Karan L.,Closed,No,KB-0084,2024-06-21 19:42:29,8.95,No,High,Internal,4,Capacity,,600.85,2024-06-17,2024-06,2024
TKT0187,2024-11-25 07:48:53,Medium,Security,Vulnerability,API-Gateway,Kolkata,Karan L.,Resolved,No,KB-0099,2024-11-26 05:53:18,22.07,No,Medium,Partner,6,Expired Cert,,540.95,2024-11-25,2024-11,2024
TKT0188,2025-04-10 15:20:37,Critical,Storage,Snapshot,Payments,Remote,Pooja R.,Open,No,KB-0051,,,Yes,Low,Partner,0,Code Bug,,1123.35,2025-04-07,2025-04,2025
TKT0189,2025-05-21 08:20:53,Medium,Hardware,CPU,Data-Warehouse,Remote,Pooja R.,Open,No,KB-0006,,,Yes,Low,Partner,4,Config Change,,610.24,2025-05-19,2025-05,2025
TKT0190,2024-05-07 05:28:29,Critical,Security,Vulnerability,Data-Warehouse,Delhi,Amit M.,Open,No,KB-0012,,,Yes,Medium,Partner,7,Human Error,,453.64,2024-05-06,2024-05,2024
TKT0191,2025-01-15 21:57:41,High,Security,Malware,API-Gateway,Hyderabad,Karan L.,In Progress,No,KB-0001,,,Yes,Low,Internal,1,Capacity,,803.25,2025-01-13,2025-01,2025
TKT0192,2025-08-30 07:33:43,Medium,Network,Firewall,Payments,Kolkata,Amit M.,Resolved,No,KB-0012,2025-08-30 10:55:36,3.36,No,Low,Partner,2,Expired Cert,,0.0,2025-08-25,2025-08,2025
TKT0193,2024-11-02 04:24:49,Low,Storage,SAN,Data-Warehouse,Pune,Team-NetOps,In Progress,No,KB-0022,,,Yes,Medium,External,0,Code Bug,,608.88,2024-10-28,2024-11,2024
TKT0194,2025-10-05 23:09:58,Medium,Cloud,Autoscale,Web-Frontend,Pune,Priya S.,Resolved,No,KB-0094,2025-10-09 03:27:03,76.28,Yes,Critical,Partner,5,Capacity,,255.3,2025-09-29,2025-10,2025
TKT0195,2024-09-10 08:41:05,High,Hardware,CPU,API-Gateway,Mumbai,Saurabh D.,Resolved,No,KB-0025,2024-09-10 17:50:44,9.16,Yes,Low,Internal,2,Code Bug,,503.95,2024-09-09,2024-09,2024
TKT0196,2025-05-21 12:07:15,Medium,Hardware,Disk,Auth-Service,Chennai,Pooja R.,Resolved,No,KB-0073,2025-05-21 14:11:50,2.08,No,Medium,Internal,5,Power Outage,,293.3,2025-05-19,2025-05,2025
TKT0197,2024-03-15 00:37:04,Critical,Database,Performance,Auth-Service,Kolkata,Team-NetOps,Resolved,No,KB-0099,2024-03-15 03:24:37,2.79,No,Medium,Internal,6,Unknown,,383.55,2024-03-11,2024-03,2024
TKT0198,2025-07-04 19:09:17,High,Network,Router,Data-Warehouse,Chennai,Karan L.,In Progress,No,KB-0084,,,Yes,Medium,Internal,1,Third-party,,0.0,2025-06-30,2025-07,2025
TKT0199,2025-03-23 23:54:15,High,Network,WAN,Payments,Remote,Team-DBA,In Progress,No,KB-0095,,,Yes,Medium,Internal,7,Human Error,,0.0,2025-03-17,2025-03,2025
TKT0200,2024-01-13 22:08:44,Critical,Security,Access,API-Gateway,Bengaluru,Pooja R.,Resolved,No,KB-0035,2024-01-14 03:12:49,5.07,Yes,Low,Internal,1,Expired Cert,,111.13,2024-01-08,2024-01,2024
TKT0201,2025-03-15 08:33:04,Medium,Hardware,CPU,Payments,Remote,Isha T.,Resolved,Yes,KB-0073,2025-03-15 10:12:06,1.65,No,Low,Internal,2,Human Error,,525.1,2025-03-10,2025-03,2025
TKT0202,2024-08-21 23:32:00,Critical,Storage,SAN,Web-Frontend,Mumbai,Isha T.,Resolved,No,KB-0023,2024-08-22 01:16:29,1.74,No,High,External,6,Hardware Failure,,950.41,2024-08-19,2024-08,2024
TKT0203,2024-08-17 10:15:26,Low,Application,Bug,Payments,Chennai,Priya S.,Resolved,No,KB-0023,2024-08-18 00:03:41,13.8,No,Medium,Internal,3,Hardware Failure,,452.75,2024-08-12,2024-08,2024
TKT0204,2024-03-11 14:55:18,Low,Application,Bug,Payments,Remote,Ravi K.,Resolved,No,,2024-03-12 02:44:30,11.82,No,Medium,Partner,7,Expired Cert,,185.54,2024-03-11,2024-03,2024
TKT0205,2025-08-28 15:49:49,High,Hardware,Disk,Data-Warehouse,Mumbai,Karan L.,Resolved,No,KB-0082,2025-08-29 08:03:47,16.23,Yes,High,Partner,4,Config Change,,661.8,2025-08-25,2025-08,2025
TKT0206,2025-01-20 23:46:19,High,Hardware,Disk,Search,Remote,Ravi K.,Reopened,No,KB-0036,,,Yes,Low,Internal,0,Unknown,,1100.47,2025-01-20,2025-01,2025
TKT0207,2025-02-26 22:57:23,Medium,Cloud,Provisioning,Payments,Bengaluru,Karan L.,Resolved,No,KB-0056,2025-02-27 11:56:41,12.99,No,Low,Partner,0,Third-party,,0.0,2025-02-24,2025-02,2025
TKT0208,2024-11-18 12:44:53,Medium,Application,Bug,API-Gateway,Hyderabad,Priya S.,Closed,No,KB-0099,2024-11-19 19:24:58,30.67,Yes,Low,Internal,0,Power Outage,,482.35,2024-11-18,2024-11,2024
TKT0209,2025-04-22 10:26:07,Medium,Storage,SAN,Analytics,Delhi,Isha T.,Resolved,Yes,KB-0021,2025-04-22 22:05:48,11.66,No,Low,External,0,Config Change,,113.48,2025-04-21,2025-04,2025
TKT0210,2024-08-08 10:09:05,Medium,Application,Bug,Auth-Service,Delhi,Saurabh D.,Open,No,KB-0052,,,Yes,High,External,6,Unknown,,655.92,2024-08-05,2024-08,2024
TKT0211,2024-09-12 03:29:06,Low,Database,Performance,Auth-Service,Mumbai,Neha P.,Resolved,No,KB-0048,2024-09-13 17:12:26,37.72,No,High,Internal,3,Third-party,,2201.01,2024-09-09,2024-09,2024
TKT0212,2024-03-17 00:04:12,Low,Security,Vulnerability,Payments,Chennai,Priya S.,Resolved,No,KB-0022,2024-03-19 21:53:38,69.82,No,Medium,External,1,Hardware Failure,,188.7,2024-03-11,2024-03,2024
TKT0213,2025-05-23 00:24:43,Medium,Application,Deployment,Data-Warehouse,Delhi,Saurabh D.,Resolved,No,KB-0079,2025-05-23 07:59:59,7.59,No,Low,Partner,1,Power Outage,,65.41,2025-05-19,2025-05,2025
TKT0214,2025-02-25 17:30:03,High,Security,Vulnerability,Search,Hyderabad,Team-NetOps,Resolved,No,KB-0070,2025-02-25 18:01:28,0.52,No,Critical,External,5,Expired Cert,,956.93,2025-02-24,2025-02,2025
TKT0215,2025-05-06 17:50:31,Medium,Hardware,CPU,Email,Kolkata,Saurabh D.,Resolved,No,KB-0029,2025-05-08 15:35:38,45.75,Yes,Low,Partner,0,Unknown,,899.68,2025-05-05,2025-05,2025
TKT0216,2025-01-01 18:14:10,High,Cloud,Provisioning,API-Gateway,Mumbai,Neha P.,In Progress,No,KB-0050,,,Yes,Low,Internal,0,Capacity,,662.32,2024-12-30,2025-01,2025
TKT0217,2024-08-30 18:20:51,Medium,Application,Upgrade,Auth-Service,Chennai,Team-DBA,In Progress,No,KB-0025,,,Yes,High,Partner,7,Unknown,,1057.27,2024-08-26,2024-08,2024
TKT0218,2024-11-12 05:31:02,High,Database,Replication,Web-Frontend,Mumbai,Team-NetOps,Resolved,No,KB-0079,2024-11-12 16:23:47,10.88,Yes,Low,External,1,Capacity,,675.07,2024-11-11,2024-11,2024
TKT0219,2024-11-27 01:01:09,Medium,Database,Performance,Email,Pune,Pooja R.,In Progress,No,KB-0076,,,Yes,Low,Partner,2,Expired Cert,,0.0,2024-11-25,2024-11,2024
TKT0220,2024-05-19 05:46:27,Low,Security,Malware,Email,Bengaluru,Team-NetOps,In Progress,No,,,,Yes,Low,External,2,Capacity,,0.0,2024-05-13,2024-05,2024
TKT0221,2025-01-22 09:46:44,Medium,Database,Replication,Auth-Service,Kolkata,Team-DBA,Resolved,No,KB-0079,2025-01-23 01:20:25,15.56,No,Medium,Partner,7,Capacity,,745.52,2025-01-20,2025-01,2025
TKT0222,2024-12-05 23:04:15,Medium,Application,Deployment,Payments,Chennai,Isha T.,Resolved,No,KB-0089,2024-12-07 00:00:35,24.94,Yes,Low,Internal,1,Config Change,,144.63,2024-12-02,2024-12,2024
TKT0223,2024-02-19 12:28:46,Medium,Database,Backup,Analytics,Kolkata,Pooja R.,Resolved,Yes,KB-0062,2024-02-19 20:37:50,8.15,No,Medium,External,5,Code Bug,,147.3,2024-02-19,2024-02,2024
TKT0224,2024-06-15 14:04:51,Low,Application,Deployment,Email,Delhi,Priya S.,Resolved,No,KB-0049,2024-06-20 13:08:04,119.05,Yes,Low,Internal,2,Expired Cert,,1090.41,2024-06-10,2024-06,2024
TKT0225,2025-08-31 19:57:30,Medium,Security,Malware,Data-Warehouse,Kolkata,Amit M.,Resolved,No,KB-0025,2025-09-01 13:11:14,17.23,No,Medium,External,6,Unknown,,361.9,2025-08-25,2025-08,2025
TKT0226,2024-09-28 21:18:19,High,Network,WAN,Analytics,Bengaluru,Ravi K.,Resolved,No,KB-0038,2024-09-29 01:38:35,4.34,No,Medium,Partner,6,Code Bug,,54.26,2024-09-23,2024-09,2024
TKT0227,2024-04-09 00:13:10,Medium,Network,WAN,Payments,Delhi,Karan L.,Resolved,No,KB-0034,2024-04-09 09:44:38,9.52,No,Medium,Internal,5,Expired Cert,,176.54,2024-04-08,2024-04,2024
TKT0228,2025-01-25 11:11:28,Critical,Security,Access,API-Gateway,Hyderabad,Saurabh D.,In Progress,No,KB-0090,,,Yes,Medium,Internal,2,Expired Cert,,438.52,2025-01-20,2025-01,2025
TKT0229,2025-07-08 13:48:37,High,Network,WAN,Search,Remote,Team-DBA,Open,No,KB-0011,,,Yes,Low,External,1,Config Change,,70.37,2025-07-07,2025-07,2025
TKT0230,2025-05-29 18:57:33,Low,Cloud,IAM,Data-Warehouse,Pune,Isha T.,Resolved,No,KB-0028,2025-05-30 11:25:51,16.47,No,Low,Partner,2,Human Error,,816.84,2025-05-26,2025-05,2025
TKT0231,2025-03-21 06:52:40,High,Hardware,Power,Email,Pune,Priya S.,Resolved,No,KB-0042,2025-03-21 08:03:07,1.17,No,Medium,Internal,5,Unknown,,715.14,2025-03-17,2025-03,2025
TKT0232,2025-03-05 03:26:09,High,Hardware,CPU,Payments,Pune,Team-DBA,Open,No,KB-0069,,,Yes,High,Partner,2,Third-party,,1119.39,2025-03-03,2025-03,2025
TKT0233,2025-01-27 20:31:36,Medium,Network,Router,API-Gateway,Kolkata,Amit M.,In Progress,No,KB-0052,,,Yes,Low,Partner,0,Code Bug,,563.81,2025-01-27,2025-01,2025
TKT0234,2024-02-20 23:30:58,Medium,Application,Deployment,Email,Delhi,Saurabh D.,Resolved,No,KB-0090,2024-02-21 00:17:12,0.77,No,Critical,Internal,5,Capacity,,1025.97,2024-02-19,2024-02,2024
TKT0235,2024-11-03 23:28:49,Low,Application,Upgrade,Search,Pune,Neha P.,Resolved,No,KB-0053,2024-11-04 08:43:45,9.25,No,High,Partner,2,Config Change,,1069.67,2024-10-28,2024-11,2024
TKT0236,2025-06-11 05:04:19,Medium,Security,Vulnerability,Auth-Service,Bengaluru,Neha P.,Open,No,KB-0008,,,Yes,Low,Partner,2,Config Change,,426.27,2025-06-09,2025-06,2025
TKT0237,2025-01-04 22:12:17,Medium,Security,Malware,Search,Pune,Ravi K.,Resolved,No,KB-0058,2025-01-05 11:05:22,12.88,No,High,External,2,Unknown,,1554.09,2024-12-30,2025-01,2025
TKT0238,2024-12-24 11:10:53,Low,Cloud,IAM,Payments,Delhi,Ravi K.,Resolved,No,KB-0074,2024-12-25 00:10:05,12.99,No,Low,Internal,2,Code Bug,,0.0,2024-12-23,2024-12,2024
TKT0239,2024-07-30 08:41:26,Medium,Storage,Snapshot,Auth-Service,Remote,Amit M.,In Progress,No,KB-0002,,,Yes,Low,External,1,Third-party,,104.66,2024-07-29,2024-07,2024
TKT0240,2025-10-20 08:27:57,Medium,Application,Bug,API-Gateway,Hyderabad,Isha T.,Resolved,No,KB-0080,2025-10-21 07:06:57,22.65,No,Low,External,3,Expired Cert,,308.72,2025-10-20,2025-10,2025
TKT0241,2025-07-28 20:38:38,Medium,Cloud,Provisioning,Analytics,Pune,Pooja R.,Reopened,No,KB-0036,,,Yes,Low,External,2,Third-party,,752.76,2025-07-28,2025-07,2025
TKT0242,2024-07-11 04:33:48,High,Network,WAN,Email,Bengaluru,Ravi K.,In Progress,No,KB-0034,,,Yes,High,Partner,4,Hardware Failure,,1593.52,2024-07-08,2024-07,2024
TKT0243,2024-02-06 18:45:36,Low,Application,Upgrade,Web-Frontend,Remote,Pooja R.,Resolved,No,KB-0085,2024-02-09 08:32:08,61.78,No,Low,Internal,1,Power Outage,,167.93,2024-02-05,2024-02,2024
TKT0244,2024-05-11 23:16:46,Low,Storage,SAN,Email,Pune,Neha P.,Resolved,No,KB-0040,2024-05-16 21:07:51,117.85,Yes,High,Partner,10,Third-party,,1164.38,2024-05-06,2024-05,2024
TKT0245,2025-08-22 09:29:54,High,Network,Switch,Analytics,Hyderabad,Team-NetOps,Resolved,No,KB-0068,2025-08-22 20:23:47,10.9,Yes,Low,Internal,0,Capacity,,113.46,2025-08-18,2025-08,2025
TKT0246,2024-07-24 10:26:36,Low,Security,Vulnerability,Email,Bengaluru,Priya S.,Resolved,No,KB-0023,2024-07-25 09:02:50,22.6,No,Low,Partner,0,Third-party,,207.79,2024-07-22,2024-07,2024
TKT0247,2024-08-02 05:36:48,High,Storage,SAN,Data-Warehouse,Kolkata,Karan L.,Resolved,No,KB-0050,2024-08-03 17:07:40,35.51,Yes,Medium,Internal,5,Expired Cert,,284.85,2024-07-29,2024-08,2024
TKT0248,2025-06-27 06:01:43,Critical,Cloud,Provisioning,Web-Frontend,Chennai,Saurabh D.,Resolved,No,KB-0076,2025-06-27 09:33:32,3.53,No,Low,Internal,1,Third-party,,0.0,2025-06-23,2025-06,2025
