Transaction_ID,Date,Department,Expense_Category,Transaction_Type,Amount,Payment_Method,Status,Tax_Percent,Approved_By,Tax_Amount,Total_Amount
TXN1253,2024-09-10,IT,Travel,Credit,14836.65,,Pending,12,Manager A,1780.4,16617.05
TXN1254,2024-09-11,HR,,Credit,5987.12,Cheque,Pending,5,Manager A,299.36,6286.48
TXN1255,2024-09-12,IT,Software,Credit,5426.66,Cheque,Completed,12,Manager B,651.2,6077.86
TXN1256,2024-09-13,IT,,Debit,599.1,Card,Completed,5,Manager C,29.96,629.06
TXN1257,2024-09-14,Operations,Supplies,Debit,14066.43,Card,Completed,12,Manager A,1687.97,15754.4
TXN1258,2024-09-15,Operations,Maintenance,Credit,1451.28,Cheque,Completed,18,Manager C,261.23,1712.51
TXN1259,2024-09-16,Sales,Travel,Credit,10885.75,Cash,Completed,5,Manager C,544.29,11430.04
TXN1260,2024-09-17,Sales,Supplies,Credit,19261.38,Cash,Pending,12,CFO,2311.37,21572.75
TXN1261,2024-09-18,HR,Training,Debit,2634.64,Card,Completed,18,Manager B,474.24,3108.88
TXN1262,2024-09-19,Sales,Salaries,Debit,17942.36,Cash,Completed,5,Manager B,897.12,18839.48
TXN1263,2024-09-20,IT,Software,Debit,19833.77,Cheque,Completed,5,Manager B,991.69,20825.46
TXN1264,2024-09-21,Operations,Training,Debit,1699.58,Cash,Pending,5,CFO,84.98,1784.56
TXN1265,2024-09-22,Sales,Training,Credit,17716.67,Card,Pending,12,CFO,2126.0,19842.67
TXN1266,2024-09-23,Sales,Utilities,Credit,10563.54,Cheque,Pending,12,Manager B,1267.62,11831.16
TXN1267,2024-09-24,HR,Salaries,Credit,18177.02,Cash,Completed,18,CFO,3271.86,21448.88
TXN1268,2024-09-25,Marketing,,Credit,11640.72,Online Transfer,Completed,12,CFO,1396.89,13037.61
TXN1269,2024-09-26,HR,Training,Debit,13411.18,Cheque,Pending,12,CFO,1609.34,15020.52
TXN1270,2024-09-27,IT,Salaries,Debit,11103.69,Cheque,Completed,5,,555.18,11658.87
TXN1271,2024-09-28,Operations,Salaries,Credit,17357.61,Online Transfer,Completed,5,Manager B,867.88,18225.49
TXN1272,2024-09-29,HR,Training,Credit,14811.24,Online Transfer,Pending,5,Manager B,740.56,15551.8
TXN1273,2024-09-30,Sales,Salaries,Debit,10664.58,Cheque,Pending,5,CFO,533.23,11197.81
TXN1274,2024-10-01,Operations,Training,Credit,17429.14,Online Transfer,Completed,5,Manager B,871.46,18300.6
TXN1275,2024-10-02,Operations,,Debit,5283.07,Card,Completed,5,CFO,264.15,5547.22
TXN1276,2024-10-03,Sales,Utilities,Credit,3568.14,Card,Completed,5,Manager A,178.41,3746.55
TXN1277,2024-10-04,HR,Travel,Credit,3627.8,Card,Completed,18,CFO,653.0,4280.8
TXN1278,2024-10-05,Sales,Training,Credit,7013.17,Cheque,Completed,18,Manager C,1262.37,8275.54
TXN1279,2024-10-06,Marketing,Supplies,Credit,5154.46,Online Transfer,Pending,18,Manager B,927.8,6082.26
TXN1280,2024-10-07,Operations,Software,Credit,18636.76,Online Transfer,Pending,18,Manager B,3354.62,21991.38
TXN1281,2024-10-08,Finance,Maintenance,Credit,2563.76,Cash,Pending,5,Manager C,128.19,2691.95
TXN1282,2024-10-09,Finance,Travel,Credit,14130.32,Cash,Completed,18,CFO,2543.46,16673.78
TXN1283,2024-10-10,IT,Travel,Debit,4189.82,Online Transfer,Pending,5,Manager A,209.49,4399.31
TXN1284,2024-10-11,Sales,Travel,Debit,17691.92,Online Transfer,Pending,18,Manager C,3184.55,20876.47
TXN1285,2024-10-12,Sales,Utilities,Debit,19245.65,,Completed,12,Manager C,2309.48,21555.13
TXN1286,2024-10-13,IT,Training,Debit,9576.67,Cheque,Pending,18,,1723.8,11300.47
TXN1287,2024-10-14,IT,Utilities,Debit,17641.89,Online Transfer,Pending,18,Manager B,3175.54,20817.43
TXN1288,2024-10-15,IT,Training,Credit,600.33,Cash,Completed,5,CFO,30.02,630.35
TXN1289,2024-10-16,Operations,Utilities,Credit,16488.96,Cheque,Completed,18,Manager C,2968.01,19456.97
TXN1290,2024-10-17,Marketing,Utilities,Debit,4958.19,Online Transfer,Completed,12,Manager C,594.98,5553.17
TXN1291,2024-10-18,Sales,Software,Credit,18219.68,Cash,Completed,5,Manager B,910.98,19130.66
TXN1292,2024-10-19,Operations,Supplies,Debit,521.84,Cheque,Completed,5,,26.09,547.93
TXN1293,2024-10-20,IT,Utilities,Debit,11345.54,Online Transfer,Pending,18,Manager B,2042.2,13387.74
TXN1294,2024-10-21,Sales,Software,Credit,15254.4,Online Transfer,Completed,5,CFO,762.72,16017.12
TXN1295,2024-10-22,Operations,Salaries,Credit,5544.42,Online Transfer,Completed,5,Manager B,277.22,5821.64
TXN1296,2024-10-23,Marketing,Supplies,Credit,4266.09,Cheque,Completed,5,Manager C,213.3,4479.39
TXN1297,2024-10-24,Operations,Utilities,Debit,2139.92,Cash,Completed,5,Manager C,107.0,2246.92
TXN1298,2024-10-25,Marketing,Maintenance,Credit,6865.45,Cash,Completed,5,Manager A,343.27,7208.72
TXN1299,2024-10-26,IT,Travel,Debit,11416.96,Card,Completed,5,CFO,570.85,11987.81
TXN1300,2024-10-27,Marketing,Salaries,Debit,2758.96,Online Transfer,Completed,12,Manager A,331.08,3090.04
TXN1301,2024-10-28,Sales,Salaries,Debit,7845.56,Card,Completed,18,Manager C,1412.2,9257.76
TXN1302,2024-10-29,IT,Software,Credit,676.91,Card,Completed,12,Manager A,81.23,758.14
TXN1303,2024-10-30,Sales,Salaries,Credit,16464.25,Cash,Completed,5,Manager C,823.21,17287.46
TXN1304,2024-10-31,Finance,Supplies,Debit,3004.75,Cheque,Pending,5,Manager A,150.24,3154.99
TXN1305,2024-11-01,HR,,Credit,6025.19,Cheque,Completed,18,Manager B,1084.53,7109.72
TXN1306,2024-11-02,Marketing,Utilities,Credit,859.34,Cash,Pending,12,Manager A,103.12,962.46
TXN1307,2024-11-03,HR,,Credit,8928.7,Cheque,Completed,18,Manager B,1607.17,10535.87
TXN1308,2024-11-04,HR,Travel,Debit,16882.37,Card,Completed,12,Manager B,2025.88,18908.25
TXN1309,2024-11-05,Marketing,Software,Debit,8146.95,,Pending,5,CFO,407.35,8554.3
TXN1310,2024-11-06,IT,Travel,Credit,4000.2,Cash,Completed,18,Manager B,720.04,4720.24
TXN1311,2024-11-07,Finance,Salaries,Debit,15197.13,Online Transfer,Completed,18,Manager B,2735.48,17932.61
TXN1312,2024-11-08,Sales,Maintenance,Credit,15881.74,Cheque,Completed,5,Manager A,794.09,16675.83
TXN1313,2024-11-09,Operations,Travel,Credit,3888.19,Online Transfer,Completed,18,Manager C,699.87,4588.06
TXN1314,2024-11-10,Sales,Supplies,Credit,15531.66,Cheque,Completed,12,CFO,1863.8,17395.46
TXN1315,2024-11-11,Operations,Utilities,Credit,18972.31,Cheque,Completed,12,Manager B,2276.68,21248.99
TXN1316,2024-11-12,Sales,Salaries,Debit,3744.36,Card,Completed,12,CFO,449.32,4193.68
TXN1317,2024-11-13,Marketing,Maintenance,Debit,15534.19,Cheque,Completed,12,Manager A,1864.1,17398.29
TXN1318,2024-11-14,Finance,Travel,Debit,14317.15,Card,Completed,5,Manager B,715.86,15033.01
TXN1319,2024-11-15,Operations,Software,Credit,9734.69,Card,Pending,18,Manager A,1752.24,11486.93
TXN1320,2024-11-16,IT,Supplies,Credit,1629.45,Card,Failed,12,CFO,195.53,1824.98
TXN1321,2024-11-17,Sales,Supplies,Credit,1956.54,Cash,Completed,5,Manager A,97.83,2054.37
TXN1322,2024-11-18,Sales,Travel,Debit,17122.09,Cash,Pending,18,CFO,3081.98,20204.07
TXN1323,2024-11-19,Operations,Utilities,Credit,19807.89,Cheque,Completed,18,Manager A,3565.42,23373.31
TXN1324,2024-11-20,IT,Travel,Debit,13683.02,Card,Completed,5,CFO,684.15,14367.17
TXN1325,2024-11-21,IT,Salaries,Debit,9196.19,Cash,Completed,5,Manager C,459.81,9656.0
TXN1326,2024-11-22,Marketing,Travel,Debit,13127.69,Card,Pending,12,Manager A,1575.32,14703.01
TXN1327,2024-11-23,Marketing,Supplies,Debit,12090.72,Online Transfer,Completed,18,Manager A,2176.33,14267.05
TXN1328,2024-11-24,Marketing,Maintenance,Debit,7980.44,Online Transfer,Completed,18,Manager C,1436.48,9416.92
TXN1329,2024-11-25,Marketing,Travel,Debit,1779.71,Online Transfer,Completed,5,Manager C,88.99,1868.7
TXN1330,2024-11-26,Marketing,Utilities,Credit,16519.5,Cheque,Pending,18,Manager A,2973.51,19493.01
TXN1331,2024-11-27,Marketing,Maintenance,Credit,7750.75,Card,Pending,12,Manager C,930.09,8680.84
TXN1332,2024-11-28,Finance,,Debit,16466.32,Online Transfer,Pending,18,Manager B,2963.94,19430.26
TXN1333,2024-11-29,IT,Training,Debit,5423.92,Cash,Completed,5,CFO,271.2,5695.12
TXN1334,2024-11-30,Marketing,Travel,Credit,520.07,Online Transfer,Completed,5,CFO,26.0,546.07
TXN1335,2024-12-01,IT,Utilities,Debit,3599.3,,Completed,12,CFO,431.92,4031.22
TXN1336,2024-12-02,IT,Maintenance,Debit,9636.52,Online Transfer,Completed,12,Manager B,1156.38,10792.9
TXN1337,2024-12-03,HR,Utilities,Credit,18913.92,Cheque,Completed,18,Manager C,3404.51,22318.43
TXN1338,2024-12-04,Finance,Software,Debit,2492.78,Cash,Completed,18,Manager C,448.7,2941.48
TXN1339,2024-12-05,Marketing,Supplies,Debit,17157.09,Card,Failed,5,Manager A,857.85,18014.94
TXN1340,2024-12-06,Sales,Utilities,Debit,10776.97,Cash,Pending,12,,1293.24,12070.21
TXN1341,2024-12-07,Operations,Maintenance,Credit,16605.45,Card,Pending,12,Manager A,1992.65,18598.1
TXN1342,2024-12-08,Sales,Utilities,Credit,6318.3,Cheque,Failed,12,Manager B,758.2,7076.5
TXN1343,2024-12-09,Finance,Utilities,Credit,16878.97,Cheque,Completed,18,CFO,3038.21,19917.18
TXN1344,2024-12-10,Operations,Utilities,Debit,15570.04,Cheque,Completed,12,CFO,1868.4,17438.44
TXN1345,2024-12-11,Finance,Salaries,Debit,4986.05,Cheque,Failed,5,CFO,249.3,5235.35
TXN1346,2024-12-12,IT,Salaries,Credit,3061.03,Card,Completed,5,,153.05,3214.08
TXN1347,2024-12-13,Operations,Supplies,Debit,17427.06,Online Transfer,Pending,18,Manager A,3136.87,20563.93
TXN1348,2024-12-14,IT,Travel,Debit,19283.11,Card,Completed,18,Manager A,3470.96,22754.07
TXN1349,2024-12-15,Sales,Utilities,Debit,1110.4,Cash,Completed,12,Manager B,133.25,1243.65
TXN1350,2024-12-16,Sales,Software,Debit,14759.77,Cheque,Completed,18,Manager C,2656.76,17416.53
TXN1351,2024-12-17,Operations,Travel,Debit,18235.73,Cheque,Pending,5,Manager B,911.79,19147.52
TXN1352,2024-12-18,Operations,Software,Credit,17218.52,Cash,Pending,12,Manager A,2066.22,19284.74
TXN1353,2024-12-19,Marketing,Travel,Debit,19308.15,Card,Completed,5,Manager A,965.41,20273.56
TXN1354,2024-12-20,Finance,Supplies,Credit,15321.83,Online Transfer,Pending,12,CFO,1838.62,17160.45
TXN1355,2024-12-21,Marketing,Utilities,Debit,9124.83,Online Transfer,Completed,18,Manager C,1642.47,10767.3
TXN1356,2024-12-22,Finance,Utilities,Credit,6583.06,Cash,Completed,12,Manager A,789.97,7373.03
TXN1357,2024-12-23,Marketing,Training,Debit,6754.48,Online Transfer,Completed,12,CFO,810.54,7565.02
TXN1358,2024-12-24,IT,Software,Credit,14626.24,Card,Completed,5,,731.31,15357.55
TXN1359,2024-12-25,Operations,Travel,Debit,15043.82,Card,Completed,5,Manager B,752.19,15796.01
TXN1360,2024-12-26,Sales,Travel,Credit,4407.0,Cash,Pending,12,Manager C,528.84,4935.84
TXN1361,2024-12-27,Finance,Salaries,Debit,17428.39,Card,Pending,18,Manager C,3137.11,20565.5
TXN1362,2024-12-28,Finance,Training,Credit,14441.02,Cheque,Completed,18,Manager A,2599.38,17040.4
TXN1363,2024-12-29,Sales,Maintenance,Debit,11473.63,Cash,Completed,5,Manager A,573.68,12047.31
TXN1364,2024-12-30,Marketing,Maintenance,Credit,9694.88,Card,Pending,18,Manager C,1745.08,11439.96
TXN1365,2024-12-31,Finance,Salaries,Credit,11093.04,Cash,Pending,5,Manager A,554.65,11647.69
TXN1366,2025-01-01,IT,Salaries,Debit,3605.29,Online Transfer,Pending,18,Manager A,648.95,4254.24
TXN1367,2025-01-02,Operations,Salaries,Debit,4472.17,Card,Completed,12,Manager A,536.66,5008.83
TXN1368,2025-01-03,Sales,Software,Credit,2277.71,Cheque,Completed,5,CFO,113.89,2391.6
TXN1369,2025-01-04,Operations,Software,Debit,3496.33,Card,Completed,5,CFO,174.82,3671.15
TXN1370,2025-01-05,Finance,Supplies,Credit,9347.03,Cash,Completed,12,Manager C,1121.64,10468.67
TXN1371,2025-01-06,Finance,Supplies,Credit,10841.91,Cash,Completed,5,Manager A,542.1,11384.01
TXN1372,2025-01-07,Sales,Salaries,Credit,848.31,Card,Pending,18,CFO,152.7,1001.01
TXN1373,2025-01-08,IT,Training,Debit,16037.56,Cheque,Completed,18,Manager C,2886.76,18924.32
TXN1374,2025-01-09,HR,Travel,Credit,6236.28,Cheque,Completed,5,Manager A,311.81,6548.09
TXN1375,2025-01-10,Sales,Software,Credit,18280.8,Cheque,Completed,18,Manager B,3290.54,21571.34
TXN1376,2025-01-11,HR,Training,Debit,19366.47,,Completed,5,Manager A,968.32,20334.79
TXN1377,2025-01-12,Marketing,Utilities,Debit,4116.45,Card,Completed,12,Manager A,493.97,4610.42
TXN1378,2025-01-13,HR,Software,Debit,9510.9,Online Transfer,Completed,5,CFO,475.54,9986.44
TXN1379,2025-01-14,IT,Software,Debit,524.02,Cash,Completed,12,Manager C,62.88,586.9
TXN1380,2025-01-15,Marketing,Supplies,Credit,12167.38,Cheque,Pending,18,Manager C,2190.13,14357.51
TXN1381,2025-01-16,HR,Travel,Credit,12342.48,Card,Failed,12,CFO,1481.1,13823.58
TXN1382,2025-01-17,Marketing,Travel,Credit,5327.03,Cheque,Completed,18,Manager A,958.87,6285.9
TXN1383,2025-01-18,HR,Maintenance,Credit,11389.05,Online Transfer,Completed,5,,569.45,11958.5
TXN1384,2025-01-19,IT,Maintenance,Debit,4898.03,Cheque,Pending,18,Manager A,881.65,5779.68
TXN1385,2025-01-20,HR,Maintenance,Credit,3636.1,Cheque,Completed,5,Manager A,181.8,3817.9
TXN1386,2025-01-21,HR,Maintenance,Credit,13204.63,,Completed,5,,660.23,13864.86
TXN1387,2025-01-22,HR,Utilities,Debit,6855.55,Card,Pending,12,CFO,822.67,7678.22
TXN1388,2025-01-23,Sales,Utilities,Credit,12010.15,Cash,Completed,12,,1441.22,13451.37
TXN1389,2025-01-24,Sales,Software,Credit,8948.31,Card,Completed,12,CFO,1073.8,10022.11
TXN1390,2025-01-25,Sales,Salaries,Credit,19694.85,Online Transfer,Completed,12,CFO,2363.38,22058.23
TXN1391,2025-01-26,IT,,Credit,3416.82,Cheque,Completed,18,Manager A,615.03,4031.85
TXN1392,2025-01-27,Marketing,Supplies,Credit,9559.67,Card,Completed,18,Manager C,1720.74,11280.41
TXN1393,2025-01-28,Finance,Maintenance,Credit,13768.9,Cash,Pending,18,Manager C,2478.4,16247.3
TXN1394,2025-01-29,HR,Software,Debit,8213.13,Online Transfer,Completed,5,CFO,410.66,8623.79
TXN1395,2025-01-30,HR,,Debit,19506.65,Card,Completed,18,Manager B,3511.2,23017.85
TXN1396,2025-01-31,IT,Salaries,Credit,14576.81,Cash,Pending,18,CFO,2623.83,17200.64
TXN1397,2025-02-01,HR,Software,Credit,13311.19,Online Transfer,Completed,18,Manager B,2396.01,15707.2
TXN1398,2025-02-02,Sales,Salaries,Debit,15262.66,Cash,Completed,12,Manager C,1831.52,17094.18
TXN1399,2025-02-03,Finance,Salaries,Credit,19076.65,Online Transfer,Pending,18,CFO,3433.8,22510.45
TXN1400,2025-02-04,Operations,,Credit,18202.46,Cheque,Completed,5,Manager A,910.12,19112.58
TXN1401,2025-02-05,HR,Software,Credit,14623.56,Card,Pending,12,CFO,1754.83,16378.39
TXN1402,2025-02-06,Sales,Maintenance,Debit,15108.65,Cash,Pending,5,Manager C,755.43,15864.08
TXN1403,2025-02-07,Operations,Supplies,Credit,3345.48,Online Transfer,Completed,18,Manager A,602.19,3947.67
TXN1404,2025-02-08,Finance,Supplies,Debit,2504.45,Cash,Completed,12,Manager A,300.53,2804.98
TXN1405,2025-02-09,Operations,Maintenance,Credit,11632.64,Cash,Failed,5,Manager B,581.63,12214.27
TXN1406,2025-02-10,Sales,Salaries,Debit,858.17,Card,Completed,18,Manager A,154.47,1012.64
TXN1407,2025-02-11,Marketing,Training,Debit,9905.95,Cheque,Pending,5,Manager A,495.3,10401.25
TXN1408,2025-02-12,Marketing,Travel,Credit,4601.82,Cash,Completed,5,CFO,230.09,4831.91
TXN1409,2025-02-13,Operations,Software,Debit,7247.32,Online Transfer,Completed,5,Manager C,362.37,7609.69
TXN1410,2025-02-14,IT,,Credit,15628.19,,Completed,18,Manager B,2813.07,18441.26
TXN1411,2025-02-15,Operations,Maintenance,Debit,18854.13,Cheque,Pending,18,CFO,3393.74,22247.87
TXN1412,2025-02-16,HR,Training,Credit,1912.12,Online Transfer,Failed,5,Manager A,95.61,2007.73
TXN1413,2025-02-17,HR,Software,Credit,10917.72,Cheque,Completed,12,,1310.13,12227.85
TXN1414,2025-02-18,Marketing,,Debit,17709.4,Online Transfer,Completed,12,Manager B,2125.13,19834.53
TXN1415,2025-02-19,IT,Salaries,Credit,2108.92,Card,Pending,18,Manager C,379.61,2488.53
TXN1416,2025-02-20,Sales,,Credit,16578.02,Cash,Completed,18,Manager B,2984.04,19562.06
TXN1417,2025-02-21,HR,Travel,Debit,7477.13,Card,Completed,18,CFO,1345.88,8823.01
TXN1418,2025-02-22,Marketing,Utilities,Credit,6780.85,Cash,Completed,18,Manager B,1220.55,8001.4
TXN1419,2025-02-23,Finance,Utilities,Credit,19560.59,Cash,Completed,18,Manager A,3520.91,23081.5
TXN1420,2025-02-24,Marketing,Training,Debit,4416.75,Cash,Failed,12,CFO,530.01,4946.76
TXN1421,2025-02-25,HR,Salaries,Debit,14017.28,Card,Completed,18,Manager A,2523.11,16540.39
TXN1422,2025-02-26,HR,Travel,Credit,16518.09,Cash,Completed,5,Manager C,825.9,17343.99
TXN1423,2025-02-27,Marketing,Salaries,Credit,1303.08,Card,Completed,5,Manager A,65.15,1368.23
TXN1424,2025-02-28,Sales,Travel,Debit,13572.52,Cheque,Pending,12,,1628.7,15201.22
TXN1425,2025-03-01,Operations,Training,Debit,19055.22,Online Transfer,Completed,5,Manager B,952.76,20007.98
TXN1426,2025-03-02,HR,Training,Credit,2922.29,Online Transfer,Completed,12,,350.67,3272.96
TXN1427,2025-03-03,Marketing,Utilities,Debit,17976.32,Cash,Completed,12,CFO,2157.16,20133.48
TXN1428,2025-03-04,Marketing,Salaries,Credit,12098.14,Card,Pending,5,CFO,604.91,12703.05
TXN1429,2025-03-05,IT,Software,Credit,12523.79,Online Transfer,Completed,18,Manager C,2254.28,14778.07
TXN1430,2025-03-06,Operations,,Credit,12452.41,Card,Completed,5,CFO,622.62,13075.03
TXN1431,2025-03-07,Finance,Salaries,Credit,6327.3,Card,Completed,5,Manager B,316.36,6643.66
TXN1432,2025-03-08,Sales,Utilities,Credit,18736.44,Cash,Completed,12,Manager C,2248.37,20984.81
TXN1433,2025-03-09,Finance,Software,Debit,18973.33,Online Transfer,Completed,5,CFO,948.67,19922.0
TXN1434,2025-03-10,Operations,Supplies,Debit,12693.44,Cash,Pending,12,Manager B,1523.21,14216.65
TXN1435,2025-03-11,Operations,Supplies,Debit,15776.74,Cash,Completed,18,CFO,2839.81,18616.55
TXN1436,2025-03-12,Operations,Supplies,Debit,12439.03,Online Transfer,Pending,18,CFO,2239.03,14678.06
TXN1437,2025-03-13,Finance,Supplies,Credit,9945.77,Online Transfer,Completed,18,Manager A,1790.24,11736.01
TXN1438,2025-03-14,Operations,Maintenance,Credit,13385.99,Cheque,Pending,5,CFO,669.3,14055.29
TXN1439,2025-03-15,Marketing,Travel,Credit,11283.53,Cheque,Completed,12,CFO,1354.02,12637.55
TXN1440,2025-03-16,Finance,Maintenance,Credit,12150.78,Card,Completed,18,Manager B,2187.14,14337.92
TXN1441,2025-03-17,Operations,Maintenance,Debit,15784.73,Online Transfer,Failed,12,Manager B,1894.17,17678.9
TXN1442,2025-03-18,Marketing,Maintenance,Credit,9877.62,Cheque,Pending,12,,1185.31,11062.93
TXN1443,2025-03-19,IT,Supplies,Credit,1294.71,Card,Completed,18,CFO,233.05,1527.76
TXN1444,2025-03-20,Operations,Software,Debit,3697.99,Card,Completed,18,Manager A,665.64,4363.63
TXN1445,2025-03-21,Finance,Training,Debit,9052.84,Card,Pending,12,CFO,1086.34,10139.18
TXN1446,2025-03-22,HR,Training,Debit,14634.12,Cheque,Completed,18,Manager C,2634.14,17268.26
TXN1447,2025-03-23,Operations,Travel,Debit,12068.93,Online Transfer,Pending,12,Manager C,1448.27,13517.2
TXN1448,2025-03-24,HR,,Credit,13180.74,Cash,Pending,12,Manager A,1581.69,14762.43
TXN1449,2025-03-25,Marketing,Supplies,Credit,9845.94,,Completed,18,Manager A,1772.27,11618.21
TXN1450,2025-03-26,IT,Supplies,Debit,12506.97,Cheque,Completed,5,Manager A,625.35,13132.32
TXN1451,2025-03-27,Sales,Utilities,Credit,6915.84,Cheque,Completed,18,Manager B,1244.85,8160.69
TXN1452,2025-03-28,IT,Salaries,Credit,9668.56,Cash,Completed,5,Manager B,483.43,10151.99
TXN1453,2025-03-29,Operations,Utilities,Credit,15013.44,Cash,Completed,12,Manager B,1801.61,16815.05
TXN1454,2025-03-30,HR,Salaries,Debit,17500.74,Cheque,Pending,12,,2100.09,19600.83
TXN1455,2025-03-31,HR,Supplies,Credit,8956.28,Online Transfer,Completed,5,CFO,447.81,9404.09
TXN1456,2025-04-01,Finance,Supplies,Debit,1351.4,Cash,Pending,12,Manager C,162.17,1513.57
TXN1457,2025-04-02,HR,Utilities,Credit,3652.61,Cheque,Completed,5,Manager A,182.63,3835.24
TXN1458,2025-04-03,Finance,Utilities,Credit,906.79,Cash,Completed,5,Manager B,45.34,952.13
TXN1459,2025-04-04,Marketing,Salaries,Credit,13238.63,Online Transfer,Completed,12,Manager B,1588.64,14827.27
TXN1460,2025-04-05,Sales,Training,Debit,6980.14,Card,Completed,5,Manager A,349.01,7329.15
TXN1461,2025-04-06,Operations,Salaries,Credit,11078.33,Cash,Completed,18,Manager A,1994.1,13072.43
TXN1462,2025-04-07,Finance,Utilities,Debit,10118.9,Online Transfer,Completed,18,Manager B,1821.4,11940.3
TXN1463,2025-04-08,Sales,Software,Debit,2089.77,Cheque,Pending,12,CFO,250.77,2340.54
TXN1464,2025-04-09,HR,Utilities,Debit,8363.6,Cash,Completed,12,Manager B,1003.63,9367.23
TXN1465,2025-04-10,HR,Software,Credit,4800.94,Cash,Completed,5,Manager B,240.05,5040.99
TXN1466,2025-04-11,Sales,Travel,Credit,8658.8,Cheque,Completed,5,Manager A,432.94,9091.74
TXN1467,2025-04-12,HR,Utilities,Credit,4469.78,Card,Completed,5,CFO,223.49,4693.27
TXN1468,2025-04-13,Marketing,Travel,Credit,16888.82,Cheque,Completed,5,Manager B,844.44,17733.26
TXN1469,2025-04-14,Marketing,Training,Debit,3896.77,,Completed,18,Manager B,701.42,4598.19
TXN1470,2025-04-15,Sales,Salaries,Debit,19235.22,Cheque,Completed,18,Manager C,3462.34,22697.56
TXN1471,2025-04-16,Finance,Software,Debit,8610.19,Online Transfer,Completed,12,Manager A,1033.22,9643.41
TXN1472,2025-04-17,Finance,Salaries,Credit,17001.78,Cheque,Completed,5,Manager C,850.09,17851.87
TXN1473,2025-04-18,Sales,Travel,Debit,12760.91,Cash,Pending,5,Manager C,638.05,13398.96
TXN1474,2025-04-19,Finance,Software,Credit,14839.33,Cheque,Completed,12,Manager B,1780.72,16620.05
TXN1475,2025-04-20,Finance,Salaries,Debit,15470.62,Card,Completed,5,Manager A,773.53,16244.15
TXN1476,2025-04-21,Marketing,Utilities,Credit,10344.48,Cheque,Completed,5,CFO,517.22,10861.7
TXN1477,2025-04-22,Finance,Supplies,Credit,11094.36,Card,Completed,5,Manager B,554.72,11649.08
TXN1478,2025-04-23,IT,Travel,Debit,10522.92,Online Transfer,Pending,5,CFO,526.15,11049.07
TXN1479,2025-04-24,Operations,Salaries,Debit,11967.14,Card,Completed,5,CFO,598.36,12565.5
TXN1480,2025-04-25,HR,Travel,Debit,1073.19,Cheque,Completed,12,Manager A,128.78,1201.97
TXN1481,2025-04-26,IT,Maintenance,Debit,8212.55,Cash,Completed,5,Manager C,410.63,8623.18
TXN1482,2025-04-27,Finance,Travel,Credit,12320.68,Card,Completed,12,Manager A,1478.48,13799.16
TXN1483,2025-04-28,Marketing,Software,Debit,12155.61,Online Transfer,Completed,5,CFO,607.78,12763.39
TXN1484,2025-04-29,Sales,Maintenance,Debit,15962.64,Card,Completed,18,Manager B,2873.28,18835.92
TXN1485,2025-04-30,Finance,Software,Debit,13272.68,Card,Pending,18,CFO,2389.08,15661.76
TXN1486,2025-05-01,Marketing,Supplies,Credit,19846.6,Card,Completed,18,Manager B,3572.39,23418.99
TXN1487,2025-05-02,Operations,Maintenance,Credit,6035.16,Online Transfer,Completed,18,Manager B,1086.33,7121.49
TXN1488,2025-05-03,Finance,Utilities,Debit,7503.45,Cheque,Completed,12,Manager A,900.41,8403.86
TXN1489,2025-05-04,Sales,Travel,Credit,7985.02,Card,Completed,12,CFO,958.2,8943.22
TXN1490,2025-05-05,Marketing,Salaries,Debit,9583.35,Card,Completed,5,Manager C,479.17,10062.52
TXN1491,2025-05-06,Marketing,Training,Credit,16801.96,Cash,Pending,18,,3024.35,19826.31
TXN1492,2025-05-07,Marketing,Travel,Credit,5097.95,Online Transfer,Pending,12,CFO,611.75,5709.7
TXN1493,2025-05-08,Operations,Travel,Credit,15632.0,Card,Completed,5,Manager C,781.6,16413.6
TXN1494,2025-05-09,Finance,Supplies,Credit,8403.55,Online Transfer,Pending,5,Manager A,420.18,8823.73
TXN1495,2025-05-10,Operations,Utilities,Debit,12236.18,Card,Failed,12,CFO,1468.34,13704.52
TXN1496,2025-05-11,HR,Training,Debit,12834.54,Cheque,Pending,18,CFO,2310.22,15144.76
TXN1497,2025-05-12,HR,Maintenance,Debit,7770.55,Cheque,Completed,5,Manager B,388.53,8159.08
TXN1498,2025-05-13,Finance,Maintenance,Credit,10496.0,Card,Pending,18,CFO,1889.28,12385.28
TXN1499,2025-05-14,Operations,Maintenance,Debit,8554.11,,Completed,18,Manager C,1539.74,10093.85
